(6422582440, 994500.0)
(9920527464, 1454700.0)
(1017391262, 611520.0)
(7336503389, 112140.0)
(5188426525, 852000.0)
(3590968013, 1135200.0)
(3403388664, 3057120.0)
(3356674177, 745200.0)
(1491121496, 2421540.0)
(9630369748, 709799.9999999999)
(3274666715, 2899800.0)
(5326964665, 993060.0)
(2406597304, 563759.9999999999)
(5134761409, 2829420.0)
(4253501067, 946260.0)
(1563680859, 2624640.0)
(3426608173, 1844640.0)
(6105094219, 1379700.0)
(1254213541, 1243440.0)
(6351195176, 5221440.0)
(6577372405, 642600.0)
(2442323058, 753600.0)
(4407358092, 3977820.0)
(6728910379, 2768640.0)
(3567185628, 1738080.0)
(8349925078, 1645920.0)
(1891664585, 689280.0)
(2584745916, 3519359.9999999995)
(1968862996, 4656960.0)
(6531090475, 531300.0)
(7482157909, 1793400.0)
(6468272531, 1708200.0000000002)
(2996244310, 1576380.0)
(7814155327, 2186400.0)
(4356990044, 2895600.0)
(4742878493, 3168719.9999999995)
(2540025856, 1267200.0)
(1933510135, 1843380.0)
(3574546064, 1604160.0)
(5570942410, 2697000.0)
(8058696331, 4720799.999999999)
(9156733002, 458640.0)
(2272321750, 1165500.0)
(9834597760, 1558440.0)
(3417101472, 123000.0)
(3795462351, 2567700.0)
(7939584757, 2728800.0)
(5862251377, 834720.0000000001)
(2096461900, 1001280.0)
(6802367057, 180480.0)
(5354038195, 2026440.0)
(2562988170, 4309200.0)
(7063551255, 1437840.0)
(8401708663, 2800260.0)
(5170459317, 2900340.0)
(9017310086, 1119300.0)
(3271453377, 1628100.0)
(5655218992, 3328380.0000000005)
(7210051784, 3636360.0)
(7336000762, 2144640.0)
(9298347912, 3702000.000000001)
(3693507915, 1446000.0)
(6671645249, 900000.0)
(8051860090, 2492160.0)
(4351756358, 494640.0)
(9741935407, 1743420.0)
(6132299394, 245640.0)
(5403356109, 1381080.0)
(2484402085, 2417460.0)
(8454747933, 4623840.0)
(2105932739, 636660.0)
(3340969801, 5019840.0)
(6913299086, 4715760.0)
(2168325631, 1656000.0)
(8410964771, 1822860.0)
(4803199526, 48960.0)
(3032568540, 1075860.0)
(8932226323, 451440.0)
(8502268517, 112320.0)
(7944230690, 608160.0000000001)
(3704092103, 3676320.0)
(3347196263, 1415700.0)
(8552892380, 3409560.0)
(7733924373, 2422620.0)
(4388089056, 2718900.0)
(9805269443, 869040.0)
(8152358790, 1568760.0)
(8002192670, 1994400.0)
(2572774858, 4338899.999999999)
(7170711221, 2119920.0)
(8605613206, 2343960.0)
(4168651533, 943200.0)
(5429119442, 1282320.0)
(3204595462, 1703159.9999999998)
(2525017378, 2849580.0)
(7960824492, 907440.0)
(3868073191, 797279.9999999999)
(3456574692, 1616700.0)
(6292792042, 1247039.9999999998)
(5862958417, 3276720.0)
(3026257886, 1454399.9999999998)
(6351201382, 1674000.0)
(4667943731, 4564800.0)
(1913476775, 540960.0)
(1135720322, 525360.0)
(8645431232, 774840.0)
(7968793427, 168960.0)
(4838715394, 399600.0)
(9177597809, 990900.0)
(7510462662, 370080.0)
(6358348612, 3552240.0)
(4157715363, 892800.0)
(2528489302, 592200.0)
(6022976503, 2092500.0)
(8744055738, 297360.0)
(8875357694, 2186880.0)
(4400485621, 3735240.0)
(4277584577, 46080.0)
(6789923913, 411060.0)
(8158918851, 1234560.0)
(7515167677, 899100.0)
(3808287787, 2865600.0)
(8319825875, 1686359.9999999998)
(1696558152, 581400.0)
(2919706343, 2260440.0)
(8910347866, 42000.0)
(7805076102, 5345280.0)
(3022130339, 1666080.0)
(6159624265, 1489320.0)
(3914880441, 4493280.0)
(3072166702, 2184540.0)
(2785386721, 3417120.0)
(8989169097, 277200.0)
(5632270308, 1547999.9999999998)
(2799288609, 1150680.0)
(4867371410, 720480.0)
(2730688628, 1458540.0)
(4851740537, 590100.0)
(1468874376, 2482199.9999999995)
(7689014920, 2069760.0)
(8435041870, 385320.0)
(1470151558, 1785419.9999999998)
(5412814467, 954600.0)
(2008992447, 3981600.0)
(8366348083, 1324799.9999999998)
(6211044678, 5097839.999999999)
(9322307049, 1878600.0)
(8506192029, 1903200.0)
(2718870873, 2527200.0)
(2574623905, 1434239.9999999998)
(8855083013, 1136580.0)
(7054925795, 1548360.0)
(2933609760, 855659.9999999999)
(8654862314, 127919.99999999996)
(8482440614, 936000.0)
(2574808665, 3971880.0)
(4639690075, 1567920.0)
(4790296057, 526079.9999999999)
(6652606992, 5607360.0)
(3629193547, 941820.0)
(9238109731, 954960.0)
(2004666510, 2024880.0)
(1406465537, 1120980.0)
(5640026788, 3061800.0000000005)
(1447758743, 1909440.0)
(5930265278, 3550380.0000000005)
(3490659255, 2856060.0)
(7931932141, 44999.99999999999)
(2833534888, 2098740.0)
(3549937947, 3685200.0)
(1455245847, 2492820.0)
(1920139324, 4132440.0)
(8184494857, 3282720.0)
(6571661207, 996000.0)
(8525071039, 2200740.0)
(6000552327, 1705680.0)
(1222602217, 5187600.0)
(2475298089, 1624499.9999999998)
(2488707294, 1112820.0)
(8303959744, 5501819.999999999)
(6026244243, 76800.0)
(2941885768, 2119740.0)
(3949410312, 583440.0)
(9829397473, 1408260.0)
(3901218113, 549599.9999999999)
(6900392233, 5360819.999999999)
(5765211640, 1288800.0)
(6802306452, 1212300.0)
(7116390361, 1043040.0)
(4951563956, 470880.0)
(3549074129, 849660.0)
(7848109331, 3065340.0)
(2951062594, 811439.9999999999)
(8699741782, 5100480.0)
(3315589232, 2236500.0)
(1768706720, 1327320.0)
(3386215342, 2977680.0)
(5341647635, 1115999.9999999998)
(5332635742, 596700.0)
(8151605041, 1980120.0)
(8010564353, 178200.0)
(4774835259, 1488900.0)
(9617316805, 2757959.9999999995)
(1242103664, 3430800.0)
(1757870340, 1884360.0)
(3757542867, 2315520.0)
(2512000952, 4708800.0)
(9509886816, 3967920.000000001)
(6726120790, 334200.0)
(6851401376, 2275200.0)
(5601180990, 2030400.0)
(6377053124, 351480.0)
(1126811590, 2626800.0)
(7198315244, 4162500.0)
(1503601755, 2912999.9999999995)
(7370104176, 751920.0)
(6296403852, 433440.0)
(6252078787, 2344680.0)
(7421768684, 1634760.0000000002)
(7144452202, 565740.0)
(3352604255, 1808100.0)
(7213261931, 725400.0)
(2997182675, 2232420.0)
(5430295883, 3096000.0)
(6145456816, 2770560.0)
(1989025574, 1082160.0)
(3719803336, 1703700.0)
(3041316175, 3354120.0)
(1659892955, 1520760.0)
(2548914103, 228000.0)
(3981910258, 307440.0)
(5188516777, 3816960.0)
(8439898466, 2070900.0)
(6829729199, 427800.0)
(6293323892, 135000.0)
(6100447020, 180900.0)
(1350201148, 2674620.0)
(3971197667, 951900.0)
(2882562434, 1739880.0)
(4879274631, 416880.0)
(4652723362, 1650600.0)
(1178027633, 744600.0)
(5186470743, 3409919.9999999995)
(6151377856, 2008380.0)
(9387880806, 4636260.0)
(4392781550, 1558440.0)
(7891369193, 2925300.0)
(9034606858, 696539.9999999999)
(6218082344, 331200.0)
(2984042024, 2331840.0)
(1232244403, 2253300.0)
(6870587836, 2571840.0)
(7650427398, 1333440.0)
(1589951469, 1926600.0)
(4326161417, 1464000.0)
(1408545686, 410520.0)
(4124710346, 3223680.0)
(3883019536, 1650360.0)
(6050210208, 1065000.0)
(2571828289, 360240.0)
(7882742264, 850080.0)
(2993564312, 2921520.0)
(4977564179, 4430459.999999999)
(1897733820, 2493120.0)
(3914939196, 1343160.0)
(5553848559, 4161000.0)
(9314990531, 2047500.0)
(3325477649, 567359.9999999999)
(7006546820, 3356100.0)
(8103451715, 1460340.0000000002)
(3053710326, 76500.0)
(7470437078, 1323959.9999999998)
(6235396145, 3314520.0)
(8318247240, 3676320.0)
(4273952494, 1090200.0)
(3839269854, 1280760.0)
(1564572626, 485760.0)
(1455694810, 2018940.0)
(7767349994, 1302000.0)
(9878280862, 71400.0)
(8683583496, 1238399.9999999998)
(9680813800, 397440.0)
(9822336660, 1082160.0)
(4065470817, 1710000.0)
(8015293204, 32340.0)
(5053002290, 1860180.0)
(6724456057, 682500.0)
(5083550792, 1918080.0)
(2384625239, 3104640.0)
(5517782009, 2985840.0)
(1088401009, 851400.0)
(3217757705, 1731840.0)
(1687765401, 1169940.0)
(3731926178, 190200.0)
(1248374515, 2908500.0)
(3309630384, 531480.0)
(3958237250, 1618200.0000000002)
(6546630844, 232320.0)
(8728230293, 2135880.0)
(1771001431, 2912820.0)
(6064079147, 1689299.9999999998)
(3604798594, 1658159.9999999998)
(5390029394, 1421880.0)
(6787740968, 1452900.0)
(1527153620, 704400.0)
(4347282352, 2843760.0)
(7097054404, 3117359.9999999995)
(6149684040, 134639.99999999997)
(6466232659, 1459860.0)
(7011356269, 1353300.0)
(2361884867, 723240.0)
(4937058441, 1954260.0)
(8150279599, 1857600.0)
(9931871960, 2252880.0)
(1819936546, 2157000.0)
(4388947341, 4445219.999999999)
(2132515748, 3089339.9999999995)
(5440138199, 2196720.0)
(5341366858, 4629000.0)
(5089478312, 926640.0)
(2320716421, 459360.0)
(6389532992, 1782000.0)
(3115551974, 781440.0)
(1368612770, 4822020.0)
(6648034041, 2932200.0)
(6316285337, 621600.0)
(1179742295, 1525980.0)
(5171773210, 4391280.0)
(3776775226, 1619279.9999999998)
(1412342252, 1808100.0)
(8929279824, 945000.0)
(5278695056, 3183480.0)
(8834144402, 2315880.0)
(4169682458, 2729760.0)
(3520822456, 195840.0)
(7468907741, 1399919.9999999998)
(6259591227, 879119.9999999999)
(3992128077, 161999.99999999997)
(9526384879, 132000.0)
(1510445766, 525000.0)
(9134154910, 1912320.0)
(2569603324, 450000.0)
(7393858668, 821759.9999999999)
(5814056583, 49140.0)
(7351010662, 1435320.0)
(9058064594, 1999620.0)
(8442787987, 3885480.0)
(4459537514, 1562639.9999999998)
(3054564400, 2017980.0)
(5772696032, 402300.0)
(3597748317, 2477160.0)
(5729518326, 4263480.0)
(6762339597, 776580.0)
(4141390131, 3339179.9999999995)
(7916845343, 661500.0)
(5001543582, 2274480.0)
(3243080692, 2368500.0)
(8302512752, 2175360.0)
(6607022396, 3481920.0000000005)
(8219526201, 4251300.0)
(1805296409, 1276800.0)
(2337212568, 3060539.9999999995)
(5871393381, 1039500.0)
(1899281996, 1681919.9999999998)
(2658499107, 72000.0)
(9307680444, 2315640.0)
(3273058758, 432000.0)
(5868471952, 1422360.0)
(6850923145, 747840.0)
(9826633986, 496620.0)
(5032677564, 778619.9999999999)
(1717918538, 207000.0)
(4411507664, 816480.0)
(8972377619, 2088000.0)
(3573622251, 149760.0)
(9476325534, 3457799.9999999995)
(4103889297, 4075200.000000001)
(3102006426, 249900.0)
(8608108659, 1065480.0)
(4099284938, 894300.0)
(5871566513, 47940.0)
(4314442445, 1563840.0000000002)
(7542938152, 439200.0)
(9539538303, 526319.9999999999)
(2729214370, 1593600.0000000002)
(4440221941, 108000.0)
(4668063314, 2484000.0)
(1563999717, 2970000.0)
(4759468899, 2757000.0)
(5710834928, 676260.0)
(3096670699, 847259.9999999999)
(3882284351, 4195200.0)
(6286428138, 1143119.9999999998)
(4921593988, 2390219.9999999995)
(3800338494, 647100.0)
(5213577843, 1934460.0)
(9812983570, 2240280.0)
(5355533219, 1861380.0)
(3686813460, 1043100.0)
(7108557435, 985500.0)
(7610193935, 978120.0)
(1920128153, 1460160.0)
(4053171713, 1914059.9999999995)
(8454045996, 1245419.9999999998)
(6048279304, 445800.0)
(8230702709, 2086920.0)
(4030759456, 123120.0)
(3492052925, 1014300.0)
(8735644017, 98400.0)
(7865548685, 1817460.0)
(4065505538, 5321400.0)
(1286364137, 4115160.0)
(9367399025, 1978560.0)
(1496407600, 533400.0)
(9932179586, 3699720.000000001)
(7024216302, 1001700.0)
(4029040068, 2356500.0)
(3282516707, 891000.0)
(6463539144, 1396859.9999999998)
(6603989831, 1792800.0)
(4858837367, 831600.0)
(4758014430, 457200.0)
(4516679274, 1156320.0)
(1446494093, 1039680.0)
(1812414407, 2155560.0)
(4880747099, 4508280.0)
(5202003229, 1598400.0)
(6501055151, 799500.0)
(1350437485, 1906500.0)
(5300071767, 170520.0)
(4808375610, 3066660.0)
(9225623948, 254880.0)
(9034928590, 4294560.0)
(7573596678, 5256720.0)
(6811578556, 2136240.0)
(6702004994, 3749760.0)
(1542657396, 797160.0000000001)
(5185480455, 4252500.0)
(2587313679, 236160.0)
(7488590428, 154860.0)
(5511918768, 1978020.0)
(3844707040, 1587599.9999999998)
(2794912091, 973620.0)
(5151288644, 1416000.0)
(7464275777, 1464299.9999999998)
(2446626971, 3196799.9999999995)
(5096961798, 5304000.0)
(5006038708, 604559.9999999999)
(1484411564, 101400.0)
(3082394034, 2832480.0)
(2626906753, 2238600.0)
(4988633302, 3884400.0)
(5568207819, 1929840.0)
(8600838418, 4159500.0)
(7731363183, 2016840.0)
(1339161491, 885599.9999999999)
(1380195997, 846720.0)
(3354424787, 1869000.0)
(4867920437, 3720720.0)
(7450811391, 1009920.0)
(1847094353, 336600.0)
(3581569322, 605699.9999999999)
(8242441976, 2736540.0)
(5199648426, 335039.99999999994)
(7790957954, 4479000.0)
(9900454252, 333900.0)
(7396992034, 3981120.0)
(5863136829, 4360800.0)
(5493978963, 540720.0)
(6466140542, 1775760.0)
(4546887791, 2144880.0)
(3879741133, 1183200.0)
(2552707651, 1286160.0)
(1691276358, 994560.0)
(1209189272, 691199.9999999999)
(8690747636, 102240.0)
(5580077615, 2272320.0)
(4037949518, 776580.0)
(3257592059, 430560.0)
(8008708972, 2272860.0)
(7439278190, 2384640.0)
(8783211231, 3842820.0)
(8180399110, 1126079.9999999998)
(6088671968, 4500000.0)
(2034226939, 3870720.0)
(4703064783, 2276400.0)
(4435811602, 65340.00000000001)
(7800452117, 2305919.9999999995)
(1174167111, 2148480.0)
(3307415857, 5108759.999999999)
(7967792166, 1319639.9999999998)
(2882771449, 3394380.0)
(4165238119, 3037320.0000000005)
(4479265130, 872160.0)
(6857533761, 33600.0)
(1116713885, 1404539.9999999998)
(5061259342, 5530140.0)
(8751656207, 101700.0)
(3718096874, 872519.9999999999)
(6074812550, 1477560.0)
(8575006208, 532799.9999999999)
(1980414022, 2271480.0)
(7004826041, 1046760.0)
(5809094649, 1854900.0)
(1563519632, 1081080.0)
(8328993877, 1796759.9999999998)
(5459351565, 385200.0)
(5481679511, 1291140.0)
(7690481282, 529920.0)
(8546148440, 1922400.0)
(9058061445, 3780000.0)
(4099336047, 449280.0)
(9408829159, 19200.0)
(2474354039, 2578679.9999999995)
(8189334954, 596160.0)
(3146910251, 1027800.0)
(9027465939, 840419.9999999999)
(1616289598, 2072400.0)
(5493616070, 3837600.0)
(8552131096, 86399.99999999999)
(2031941490, 3250260.0)
(6481474095, 695760.0)
(6420864321, 2096220.0)
(8362833689, 1659840.0)
(7366286709, 516600.0)
(9365356111, 839159.9999999999)
(5960618663, 822780.0)
(9933020332, 2685600.0)
(8398437766, 5239560.0)
(7934167468, 2280960.0)
(6724332839, 4433040.0)
(9283784868, 3747780.0)
(1320976587, 1123200.0)
(3922140459, 761039.9999999999)
(8812518534, 4128000.0)
(9705985733, 1510080.0)
(6548131672, 296400.0)
(7119509738, 1127160.0)
(8249617656, 301860.00000000006)
(5036182830, 793320.0)
(8978720798, 411600.0)
(1927535889, 2667600.0)
(3115812439, 1162919.9999999998)
(3822101933, 817800.0)
(6474094681, 47880.0)
(2880950760, 4833360.0)
(4191874200, 3176880.0)
(3638473250, 160140.0)
(8560224115, 1212000.0)
(6281981395, 2700000.0)
(4508766846, 585900.0)
(6698618359, 1134240.0)
(5499278543, 86399.99999999999)
(2647431237, 3257100.0)
(6898635084, 1812720.0)
(5612981992, 663119.9999999999)
(9748841553, 628320.0)
(6382971335, 292320.0)
(2263385480, 543599.9999999999)
(5852806108, 704700.0)
(8360266350, 2022360.0)
(9253572229, 1792800.0)
(4949130856, 1226040.0)
(4887071474, 177539.99999999997)
(9495891480, 3262440.0)
(2815986797, 2205000.0)
(2104015313, 1725120.0)
(6937158576, 5677139.999999999)
(6753511493, 1464960.0)
(1196317047, 1723200.0)
(9414930568, 553079.9999999999)
(7628294192, 4739459.999999999)
(6308130104, 957600.0)
(4683957642, 1527120.0)
(8248267961, 1182240.0)
(5145876801, 529320.0)
(9707433900, 116640.0)
(3110762885, 4127760.0)
(5529981822, 579360.0)
(1696319625, 1639199.9999999998)
(4440983535, 939600.0)
(6026573566, 4833000.0)
(2445814128, 2948400.0)
(4713758466, 695100.0)
(1665709980, 3391200.0)
(5047212101, 631799.9999999999)
(7038555011, 837599.9999999999)
(4789833229, 1172700.0)
(9761639489, 347700.0)
(8897269989, 4051560.0)
(9988016528, 1413720.0)
(6722141558, 2672880.0)
(5416254362, 3667200.0)
(2669072986, 861000.0)
(2964825279, 1665720.0)
(1985943924, 1667160.0)
(5280577432, 376200.0)
(6023459986, 96960.0)
(6437204210, 922680.0)
(3148845934, 2920680.0)
(9874923998, 328320.0)
(8021011692, 2105279.9999999995)
(3623765673, 1280640.0)
(6353394846, 2132820.0)
(4760594726, 597360.0)
(7579320945, 1293120.0)
(4164856080, 3183600.0)
(9871698708, 1929180.0)
(6516604219, 1432500.0)
(8267100996, 467280.0)
(1274183717, 317519.99999999994)
(9184576680, 1077180.0)
(5118789861, 1993680.0)
(1062372047, 241020.0)
(7937030462, 3448919.9999999995)
(8868036018, 1348379.9999999998)
(7646457571, 486000.0)
(1033287621, 763679.9999999999)
(3114403280, 2957159.9999999995)
(8718738781, 1015740.0)
(4387237671, 1152540.0)
(6979545285, 2672400.0)
(9971051056, 4919400.0)
(4694930778, 300600.0)
(7123442622, 1934280.0)
(6947413046, 2425680.0)
(3365407636, 1630440.0)
(7839987655, 5453880.0)
(4840245453, 53280.00000000001)
(7704889956, 876000.0)
(8740787676, 1689120.0)
(2367839045, 1701719.9999999998)
(2882242947, 4838400.0)
(4984036511, 2075760.0)
(8797177054, 4560000.0)
(2901451766, 1084320.0)
(1143336906, 3724560.000000001)
(3906885647, 3262440.0)
(8684065987, 845039.9999999999)
(5528802427, 980100.0)
(8205706764, 118560.0)
(9419194501, 1929840.0)
(7256408351, 604559.9999999999)
(2140392092, 1034520.0)
(4196405818, 2924459.9999999995)
(4542924697, 449400.0)
(3771174431, 801000.0)
(5962955711, 2779920.0)
(4297352030, 3492720.0)
(7369889569, 345600.0)
(2018647588, 1103039.9999999998)
(1049986375, 4046400.0)
(7235874553, 136079.99999999997)
(3205685686, 3871680.0)
(4097346138, 55080.0)
(8631567771, 2366760.0)
(3787003885, 4444200.0)
(9621898013, 2446080.0)
(4921067954, 509220.0)
(8560460788, 3141000.0)
(1077160740, 4385160.0)
(2773263535, 773640.0)
(3642459411, 1768499.9999999998)
(8433199669, 4617000.0)
(9569275112, 286260.0)
(3429499740, 348840.0)
(9427686331, 78719.99999999999)
(8261466692, 968760.0)
(4839886597, 1951380.0)
(8664181487, 1354080.0)
(7082197569, 758700.0)
(7728075759, 683099.9999999999)
(2163204005, 596820.0)
(7224952497, 2875680.0)
(8114616953, 322740.0)
(3247450276, 622440.0)
(5419575562, 3699840.0)
(2491859113, 347700.0)
(8649623392, 2439360.0)
(1236336481, 2028600.0)
(2024618707, 789120.0)
(6661963621, 2264399.9999999995)
(5796694362, 4224840.0)
(7118023743, 1026000.0)
(7328792555, 773760.0)
(8171459110, 845039.9999999999)
(3302815672, 2560320.0)
(5145875306, 1712340.0000000002)
(7534577376, 2175359.9999999995)
(9308921444, 4484580.0)
(5924727862, 260760.0)
(8662354412, 4536240.0)
(1171136480, 1124280.0)
(3608865728, 3974400.0)
(1710363186, 4602720.0)
(3968054049, 475200.0)
(6282619688, 170279.99999999997)
(5522618560, 1927800.0)
(5414867054, 452880.0)
(6170653292, 1059840.0)
(8444626087, 3247920.0)
(3567832393, 1316700.0)
(9884113303, 2109239.9999999995)
(7210855196, 329400.0)
(3433363675, 1657920.0)
(7123600620, 1172159.9999999998)
(3906361503, 972720.0)
(9653022844, 1549380.0)
(4426997798, 2127300.0)
(9539777227, 1501920.0)
(8615099564, 1656120.0)
(2306935140, 3231359.9999999995)
(7561518103, 399600.00000000006)
(4385945873, 423360.0)
(5450868043, 142560.0)
(6143086886, 1823760.0)
(8792288103, 1788479.9999999998)
(5747492845, 4057560.0)
(4912897893, 1274700.0)
(9932908347, 308580.0)
(3664025304, 312419.99999999994)
(1363772118, 4516679.999999999)
(6028148478, 603900.0)
(1616323675, 2689620.0)
(3377996862, 1182600.0)
(5466712058, 1008600.0)
(2150884204, 1110000.0)
(6056999821, 837120.0)
(9394097506, 2662020.0)
(5353275686, 570240.0)
(5451272783, 1065480.0)
(3288442624, 3055500.0)
(4723893332, 27720.0)
(4298359772, 1818960.0)
(3743681809, 3261300.0000000005)
(3276956356, 1239480.0)
(8467414130, 1613700.0)
(6466663543, 1128000.0)
(5241693235, 1628100.0)
(5407666126, 836999.9999999999)
(1077095594, 5084460.0)
(5318017741, 2879999.9999999995)
(8192492614, 330000.0)
(1096520387, 3189899.9999999995)
(7560209143, 580439.9999999999)
(4598423786, 524160.0)
(7640874274, 382980.0)
(9718427410, 2705400.0)
(1927661860, 3396480.0)
(7807110507, 937200.0)
(9050241335, 2925780.0000000005)
(4359330199, 1574819.9999999998)
(4620693072, 2328300.0)
(5040662717, 2538359.9999999995)
(2051263138, 2622360.0)
(8838223799, 3936240.0)
(1176858131, 23400.0)
(6172687972, 642600.0)
(5648966269, 3565559.9999999995)
(9273866536, 1531199.9999999998)
(3730865012, 116100.0)
(7754995898, 4179600.0)
(2865459668, 448500.0)
(3190834570, 610740.0)
(1029466630, 1678320.0)
(7736521989, 4093200.0)
(3586812881, 312180.0)
(9471972861, 676080.0)
(5427563169, 1294560.0)
(3546642348, 535440.0)
(9139057438, 3075839.9999999995)
(1310989260, 487800.0)
(5735107611, 327000.0)
(6992015283, 339720.0)
(1414857470, 2862000.0)
(5394605378, 1020000.0)
(1347151555, 3356639.9999999995)
(3764965143, 1576320.0)
(3757108076, 390960.00000000006)
(4871672281, 937440.0)
(7908395293, 848819.9999999999)
(6790322848, 102960.0)
(6149052683, 519000.00000000006)
(6598817225, 1505939.9999999998)
(9871026042, 1987200.0)
(6964663731, 204120.0)
(4724453279, 4753980.0)
(1624958527, 766260.0000000001)
(8116342706, 1788719.9999999998)
(4618647444, 972660.0)
(4224686512, 1971840.0)
(5623338253, 2291520.0)
(1067787959, 736560.0)
(4799924031, 2565000.0)
(1069414157, 788040.0)
(2054667163, 568320.0)
(9277996340, 823020.0)
(2788738981, 5138040.0)
(1116604483, 1723679.9999999998)
(8347165103, 279300.0)
(3046075534, 883500.0)
(3283793495, 3667680.000000001)
(1168254320, 5012700.0)
(6717462015, 4135260.0)
(1583444980, 380760.0)
(9241547275, 545400.0)
(3404593064, 1438799.9999999998)
(8414540048, 1454519.9999999998)
(5776360134, 1164060.0)
(9012254565, 1081920.0)
(8695805000, 2094000.0)
(5756952250, 2988300.0000000005)
(7574762114, 1546499.9999999998)
(5922859502, 49199.99999999999)
(2467674058, 449880.0)
(5988058510, 4940700.0)
(7922518101, 3089760.0)
(7541758785, 241800.0)
(1191525518, 4150080.0)
(7937847118, 320280.0)
(3575311352, 3037380.0)
(7832003301, 733380.0)
(8592946861, 124500.0)
(9520399628, 1615320.0)
(4818318547, 1991520.0)
(6548868100, 1664099.9999999998)
(1370536031, 749099.9999999999)
(4329401911, 762839.9999999999)
(1574422536, 1171800.0)
(6344875454, 87479.99999999999)
(4175245892, 1098720.0)
(1663153046, 993600.0)
(2008171220, 1614600.0)
(1620510498, 520020.00000000006)
(5993666392, 671400.0)
(5039833361, 1355940.0)
(2666959976, 883199.9999999999)
(3566249240, 1693799.9999999998)
(7239206398, 236640.0)
(1078295132, 3697920.000000001)
(7389054663, 1265040.0)
(2323952938, 3306000.0)
(2921929525, 61740.0)
(8965375117, 696600.0000000001)
(2841930107, 1286399.9999999998)
(5195977995, 285120.0)
(7944404590, 802199.9999999999)
(1894489159, 1141200.0)
(3716705568, 1625759.9999999998)
(7665922882, 2941920.0)
(6149245981, 4558320.0)
(7144823932, 387600.0)
(1253940413, 114480.0)
(9748857280, 4202999.999999999)
(9190920351, 1989960.0)
(7636529908, 5227200.0)
(1621890883, 1787280.0)
(9924254344, 1155000.0)
(5777274754, 3557400.0)
(4048626611, 2799300.0)
(6375326330, 1167599.9999999998)
(5354742603, 750600.0)
