isbn,book_title,num_printed,num_pages,price,edition,print_series,category_id,category_name,publisher_id,publisher_name,city,manager_name,publisher_revenue,author_id,author_name,author_age,author_revenue,publish_date
9669096274,book_title00024,41000,1813,186.6,6,64,21,Biography,121,publisher_name0121,2,manager_name73,3060240.0,121,author_name0121,89,4590360.0,2023-09-24 00:00:00
1148045897,book_title00025,46000,993,122.6,7,72,15,History,121,publisher_name0121,2,manager_name73,2255840.0,121,author_name0121,89,3383759.9999999995,2022-03-15 00:00:00
5167568401,book_title00026,14000,663,80.8,4,43,37,Horror Fiction,121,publisher_name0121,2,manager_name73,452480.0,121,author_name0121,89,678720.0,2008-04-06 00:00:00
5727737581,book_title00027,15000,1855,177.7,5,51,20,Children's Literature,121,publisher_name0121,2,manager_name73,1066200.0,121,author_name0121,89,1599299.9999999998,2019-05-09 00:00:00
8405799119,book_title00028,44000,1237,11.8,8,56,21,Biography,121,publisher_name0121,2,manager_name73,207680.00000000003,121,author_name0121,89,311520.0,2001-08-17 00:00:00
3045075900,book_title00029,10000,1763,85.4,5,29,4,Historical Fiction,121,publisher_name0121,2,manager_name73,341600.00000000006,121,author_name0121,89,512400.0,2016-11-20 00:00:00
1403727293,book_title00030,41000,1854,8.4,3,57,32,Contemporary Literature,121,publisher_name0121,2,manager_name73,137760.0,121,author_name0121,89,206640.0,2013-09-06 00:00:00
3161344672,book_title00031,24000,1932,126.5,7,80,1,Fiction,121,publisher_name0121,2,manager_name73,1214400.0,121,author_name0121,89,1821599.9999999998,2014-06-07 00:00:00
3213504507,book_title00032,47000,644,179.6,7,42,12,Young Adult Fiction,121,publisher_name0121,2,manager_name73,3376480.0,121,author_name0121,89,5064720.0,2020-09-17 00:00:00
1352313451,book_title00033,11000,174,187.6,3,47,40,Satire,121,publisher_name0121,2,manager_name73,825440.0000000001,121,author_name0121,89,1238159.9999999998,2007-11-11 00:00:00
8540920646,book_title00034,10000,984,88.8,7,74,37,Horror Fiction,121,publisher_name0121,2,manager_name73,355200.00000000006,121,author_name0121,89,532799.9999999999,2020-10-23 00:00:00
7360035350,book_title00035,28000,1124,19.4,7,53,16,Graphic Novel,121,publisher_name0121,2,manager_name73,217280.0,121,author_name0121,89,325919.99999999994,2020-09-10 00:00:00
8108357145,book_title00036,40000,782,10.2,6,42,24,Humor,121,publisher_name0121,2,manager_name73,163200.0,121,author_name0121,89,244799.99999999997,2008-05-24 00:00:00
5397941921,book_title00037,33000,1541,64.7,4,68,24,Humor,121,publisher_name0121,2,manager_name73,854040.0000000001,121,author_name0121,89,1281060.0,2018-02-22 00:00:00
5525155748,book_title00038,10000,228,160.9,3,52,11,Women's Fiction,121,publisher_name0121,2,manager_name73,643600.0,121,author_name0121,89,965400.0000000001,2019-04-23 00:00:00
6841157885,book_title00039,39000,59,8.4,6,32,27,Essay,121,publisher_name0121,2,manager_name73,131040.00000000001,121,author_name0121,89,196560.0,2016-11-07 00:00:00
3993724737,book_title00040,47000,251,68.7,4,44,26,Contemporary Romance,121,publisher_name0121,2,manager_name73,1291560.0000000002,121,author_name0121,89,1937340.0,2019-12-17 00:00:00
5928905904,book_title00041,49000,1311,4.9,3,64,32,Contemporary Literature,121,publisher_name0121,2,manager_name73,96040.00000000001,121,author_name0121,89,144060.0,2010-03-03 00:00:00
8127695710,book_title00042,39000,897,26.6,6,61,33,Magical Realism,121,publisher_name0121,2,manager_name73,414960.0,121,author_name0121,89,622440.0,2000-09-07 00:00:00
9826164189,book_title00043,13000,1007,48.8,7,77,8,Genre Fiction,121,publisher_name0121,2,manager_name73,253760.0,121,author_name0121,89,380639.99999999994,2011-11-24 00:00:00
6056400627,book_title00044,39000,815,151.3,2,77,28,Action Fiction,121,publisher_name0121,2,manager_name73,2360280.0000000005,121,author_name0121,89,3540420.0,2005-06-21 00:00:00
7328203514,book_title00045,39000,1676,111.0,8,31,16,Graphic Novel,121,publisher_name0121,2,manager_name73,1731600.0000000002,121,author_name0121,89,2597400.0,2003-06-25 00:00:00
7814913707,book_title00046,29000,475,172.2,8,24,28,Action Fiction,121,publisher_name0121,2,manager_name73,1997519.9999999998,121,author_name0121,89,2996280.0,2004-12-04 00:00:00
4858248958,book_title00047,43000,1800,60.4,6,8,23,Adventure Fiction,121,publisher_name0121,2,manager_name73,1038880.0,121,author_name0121,89,1558319.9999999998,2004-09-21 00:00:00
9341481627,book_title00048,41000,133,51.5,5,75,5,Science Fiction,121,publisher_name0121,2,manager_name73,844600.0000000001,121,author_name0121,89,1266900.0,2010-12-13 00:00:00
5513930718,book_title00049,34000,1643,135.3,4,78,16,Graphic Novel,121,publisher_name0121,2,manager_name73,1840080.0000000002,121,author_name0121,89,2760120.0,2013-05-06 00:00:00
5654308341,book_title00050,27000,1426,149.7,4,64,2,Narrative,121,publisher_name0121,2,manager_name73,1616759.9999999998,122,author_name0122,32,2425140.0,2005-11-11 00:00:00
5683190348,book_title00051,48000,1181,152.8,6,16,4,Historical Fiction,121,publisher_name0121,2,manager_name73,2933760.0,122,author_name0122,32,4400640.0,2018-10-18 00:00:00
8995340435,book_title00052,34000,1380,15.3,7,64,3,Novel,121,publisher_name0121,2,manager_name73,208080.00000000003,122,author_name0122,32,312120.0,2016-06-23 00:00:00
6730194356,book_title00053,28000,974,80.7,7,5,20,Children's Literature,121,publisher_name0121,2,manager_name73,903840.0,122,author_name0122,32,1355760.0,2003-03-13 00:00:00
4414658866,book_title00054,10000,1191,41.4,8,49,28,Action Fiction,121,publisher_name0121,2,manager_name73,165600.0,122,author_name0122,32,248400.0,2018-02-12 00:00:00
8413338661,book_title00055,48000,1706,95.1,7,15,27,Essay,121,publisher_name0121,2,manager_name73,1825920.0,122,author_name0122,32,2738880.0,2010-07-08 00:00:00
9192785624,book_title00056,46000,1029,81.1,7,44,8,Genre Fiction,121,publisher_name0121,2,manager_name73,1492240.0,122,author_name0122,32,2238360.0,2011-06-15 00:00:00
6900680275,book_title00057,11000,1651,189.1,2,79,25,True Crime,121,publisher_name0121,2,manager_name73,832040.0,122,author_name0122,32,1248060.0,2010-09-27 00:00:00
5279732835,book_title00058,47000,1072,144.8,7,64,26,Contemporary Romance,121,publisher_name0121,2,manager_name73,2722240.0000000005,122,author_name0122,32,4083360.0000000005,2017-03-15 00:00:00
6446675339,book_title00059,45000,1208,163.8,3,17,35,Autobiography,121,publisher_name0121,2,manager_name73,2948400.0000000005,122,author_name0122,32,4422600.0,2010-01-22 00:00:00
7828723778,book_title00060,32000,209,85.3,1,79,2,Narrative,121,publisher_name0121,2,manager_name73,1091840.0,122,author_name0122,32,1637760.0,2000-02-04 00:00:00
3920753725,book_title00061,24000,637,161.3,8,69,33,Magical Realism,121,publisher_name0121,2,manager_name73,1548480.0000000002,122,author_name0122,32,2322720.0,2008-05-25 00:00:00
5918668129,book_title00062,25000,1065,8.1,1,79,12,Young Adult Fiction,121,publisher_name0121,2,manager_name73,81000.0,122,author_name0122,32,121499.99999999999,2013-01-10 00:00:00
9744955635,book_title00063,26000,437,51.6,1,53,16,Graphic Novel,121,publisher_name0121,2,manager_name73,536640.0,122,author_name0122,32,804960.0,2017-09-13 00:00:00
4495245665,book_title00064,47000,982,80.2,3,71,9,Romance Novel,121,publisher_name0121,2,manager_name73,1507760.0000000002,122,author_name0122,32,2261640.0,2014-05-01 00:00:00
8275234599,book_title00065,32000,974,79.0,3,27,4,Historical Fiction,121,publisher_name0121,2,manager_name73,1011200.0,122,author_name0122,32,1516800.0,2000-06-16 00:00:00
5912573826,book_title00066,26000,1152,13.9,6,33,38,Speculative Fiction,121,publisher_name0121,2,manager_name73,144560.0,122,author_name0122,32,216840.0,2011-03-04 00:00:00
2926719636,book_title00067,38000,963,193.3,8,22,20,Children's Literature,121,publisher_name0121,2,manager_name73,2938160.0000000005,122,author_name0122,32,4407240.0,2016-07-23 00:00:00
4470259790,book_title00068,13000,1425,106.1,5,30,26,Contemporary Romance,121,publisher_name0121,2,manager_name73,551720.0,122,author_name0122,32,827580.0,2016-12-21 00:00:00
5095689704,book_title00069,15000,983,169.9,8,31,18,Self-help,121,publisher_name0121,2,manager_name73,1019400.0000000001,122,author_name0122,32,1529100.0,2023-03-20 00:00:00
9491497311,book_title00070,15000,330,7.3,3,42,28,Action Fiction,121,publisher_name0121,2,manager_name73,43800.0,122,author_name0122,32,65700.0,2014-11-24 00:00:00
4088641172,book_title00071,15000,1125,140.5,3,9,32,Contemporary Literature,121,publisher_name0121,2,manager_name73,843000.0,122,author_name0122,32,1264500.0,2023-07-02 00:00:00
7738188932,book_title00072,20000,406,22.8,2,47,11,Women's Fiction,121,publisher_name0121,2,manager_name73,182400.00000000003,122,author_name0122,32,273600.0,2010-07-05 00:00:00
6400032317,book_title00073,23000,533,93.7,8,22,21,Biography,121,publisher_name0121,2,manager_name73,862040.0000000001,122,author_name0122,32,1293060.0,2002-02-13 00:00:00
6971243102,book_title00073,40000,1339,61.9,4,26,9,Romance Novel,121,publisher_name0121,2,manager_name73,990400.0000000001,122,author_name0122,32,1485600.0,2023-12-18 00:00:00
6810491906,book_title00074,50000,375,178.1,7,62,5,Science Fiction,121,publisher_name0121,2,manager_name73,3561999.9999999995,122,author_name0122,32,5343000.0,2004-05-19 00:00:00
7960225060,book_title00075,36000,282,160.0,8,67,16,Graphic Novel,121,publisher_name0121,2,manager_name73,2304000.0,122,author_name0122,32,3456000.0,2023-11-15 00:00:00
4795440608,book_title00076,12000,1028,119.7,6,15,14,Short Story,121,publisher_name0121,2,manager_name73,574560.0,122,author_name0122,32,861839.9999999999,2009-02-13 00:00:00
2274915430,book_title00077,34000,951,8.7,6,45,27,Essay,121,publisher_name0121,2,manager_name73,118320.0,122,author_name0122,32,177480.0,2001-05-01 00:00:00
9602672168,book_title00078,40000,270,68.3,8,72,18,Self-help,121,publisher_name0121,2,manager_name73,1092800.0,122,author_name0122,32,1639199.9999999998,2014-10-20 00:00:00
2095086568,book_title00079,49000,566,159.9,5,69,7,Non-fiction,121,publisher_name0121,2,manager_name73,3134040.0000000005,122,author_name0122,32,4701060.0,2017-09-26 00:00:00
9984930779,book_title00080,35000,516,21.8,7,61,2,Narrative,121,publisher_name0121,2,manager_name73,305200.0,122,author_name0122,32,457800.0,2016-04-03 00:00:00
6493180525,book_title00081,18000,1027,84.1,4,27,4,Historical Fiction,121,publisher_name0121,2,manager_name73,605520.0,122,author_name0122,32,908279.9999999999,2008-11-18 00:00:00
8594309908,book_title00082,24000,379,160.8,6,55,6,Mystery,121,publisher_name0121,2,manager_name73,1543680.0000000002,122,author_name0122,32,2315520.0,2002-07-26 00:00:00
6384436110,book_title00083,20000,390,65.4,1,14,26,Contemporary Romance,121,publisher_name0121,2,manager_name73,523200.00000000006,122,author_name0122,32,784800.0,2016-03-22 00:00:00
8633178058,book_title00084,37000,1809,87.5,4,39,39,Poetry,121,publisher_name0121,2,manager_name73,1295000.0,122,author_name0122,32,1942500.0,2008-05-06 00:00:00
2651834773,book_title00085,14000,998,164.5,5,70,3,Novel,121,publisher_name0121,2,manager_name73,921200.0,122,author_name0122,32,1381800.0,2011-09-18 00:00:00
3996807495,book_title00086,13000,757,51.1,2,26,34,Social science,121,publisher_name0121,2,manager_name73,265720.0,122,author_name0122,32,398580.0,2013-01-05 00:00:00
9611684153,book_title00087,14000,1044,92.2,3,73,29,Historical Romance,121,publisher_name0121,2,manager_name73,516320.00000000006,122,author_name0122,32,774480.0,2019-07-05 00:00:00
9347927050,book_title00088,14000,143,175.5,8,9,36,Western Fiction,121,publisher_name0121,2,manager_name73,982800.0,122,author_name0122,32,1474200.0,2009-01-20 00:00:00
6268100141,book_title00089,17000,1142,74.8,2,30,37,Horror Fiction,121,publisher_name0121,2,manager_name73,508640.0,122,author_name0122,32,762959.9999999999,2018-11-26 00:00:00
4965691492,book_title00090,17000,918,85.8,8,40,9,Romance Novel,121,publisher_name0121,2,manager_name73,583440.0,122,author_name0122,32,875160.0,2000-03-07 00:00:00
4469473720,book_title00091,19000,168,64.7,7,56,35,Autobiography,121,publisher_name0121,2,manager_name73,491720.00000000006,122,author_name0122,32,737580.0,2013-04-23 00:00:00
5395657212,book_title00092,39000,668,59.7,1,70,11,Women's Fiction,121,publisher_name0121,2,manager_name73,931320.0000000001,122,author_name0122,32,1396980.0,2016-12-10 00:00:00
7069686887,book_title00093,10000,1668,177.8,4,58,4,Historical Fiction,121,publisher_name0121,2,manager_name73,711200.0,122,author_name0122,32,1066800.0,2023-02-13 00:00:00
1166985838,book_title00094,35000,1372,155.2,5,59,27,Essay,121,publisher_name0121,2,manager_name73,2172800.0,122,author_name0122,32,3259199.9999999995,2021-10-01 00:00:00
7395326735,book_title00095,30000,1828,59.7,2,44,16,Graphic Novel,121,publisher_name0121,2,manager_name73,716400.0000000001,122,author_name0122,32,1074600.0,2007-03-13 00:00:00
2470543609,book_title00096,43000,1147,132.8,7,32,7,Non-fiction,121,publisher_name0121,2,manager_name73,2284160.0,122,author_name0122,32,3426240.0000000005,2010-06-15 00:00:00
5314438600,book_title00097,24000,171,11.6,7,32,33,Magical Realism,121,publisher_name0121,2,manager_name73,111359.99999999999,122,author_name0122,32,167040.0,2005-09-22 00:00:00
1791127453,book_title00097,26000,247,182.3,3,49,23,Adventure Fiction,121,publisher_name0121,2,manager_name73,1895920.0,123,author_name0123,35,2843880.0000000005,2021-01-15 00:00:00
9572777530,book_title00098,45000,109,167.0,8,29,28,Action Fiction,121,publisher_name0121,2,manager_name73,3006000.0,123,author_name0123,35,4509000.0,2018-02-05 00:00:00
4333868707,book_title00099,42000,1618,181.2,1,73,7,Non-fiction,121,publisher_name0121,2,manager_name73,3044160.0,123,author_name0123,35,4566239.999999999,2016-07-06 00:00:00
9477903542,book_title00100,33000,273,51.7,1,12,37,Horror Fiction,121,publisher_name0121,2,manager_name73,682440.0000000001,123,author_name0123,35,1023660.0,2019-05-19 00:00:00
8015318017,book_title00101,42000,746,192.5,2,61,31,New adult Fiction,121,publisher_name0121,2,manager_name73,3234000.0,123,author_name0123,35,4851000.0,2020-08-25 00:00:00
3787348030,book_title00102,23000,279,76.8,7,29,25,True Crime,122,publisher_name0122,1,manager_name12,706560.0,123,author_name0123,35,1059840.0,2009-03-26 00:00:00
6172939585,book_title00103,43000,1536,17.9,4,48,22,Historical Fantasy,122,publisher_name0122,1,manager_name12,307880.0,123,author_name0123,35,461819.99999999994,2003-10-10 00:00:00
1406897030,book_title00104,22000,753,66.7,7,13,14,Short Story,122,publisher_name0122,1,manager_name12,586960.0000000001,123,author_name0123,35,880440.0000000001,2020-03-21 00:00:00
7315374905,book_title00105,45000,672,125.4,2,24,35,Autobiography,122,publisher_name0122,1,manager_name12,2257200.0,123,author_name0123,35,3385800.0,2003-08-14 00:00:00
4059371373,book_title00106,36000,281,150.5,3,32,7,Non-fiction,122,publisher_name0122,1,manager_name12,2167200.0,123,author_name0123,35,3250800.0,2005-01-06 00:00:00
7372652041,book_title00107,17000,1926,184.4,4,40,39,Poetry,122,publisher_name0122,1,manager_name12,1253920.0,123,author_name0123,35,1880880.0,2005-07-19 00:00:00
3794553806,book_title00108,24000,1403,13.8,8,73,30,Fantasy Fiction,122,publisher_name0122,1,manager_name12,132480.0,123,author_name0123,35,198719.99999999997,2020-05-16 00:00:00
9555206846,book_title00109,32000,758,160.5,8,63,38,Speculative Fiction,122,publisher_name0122,1,manager_name12,2054400.0,123,author_name0123,35,3081600.0,2000-11-22 00:00:00
4046445515,book_title00110,22000,90,147.8,2,77,16,Graphic Novel,122,publisher_name0122,1,manager_name12,1300640.0,123,author_name0123,35,1950960.0000000002,2016-08-16 00:00:00
9867640821,book_title00111,46000,1507,110.9,4,78,4,Historical Fiction,122,publisher_name0122,1,manager_name12,2040560.0000000002,123,author_name0123,35,3060840.0000000005,2005-09-19 00:00:00
8143680759,book_title00112,18000,219,95.6,3,33,19,Fantasy,122,publisher_name0122,1,manager_name12,688320.0,123,author_name0123,35,1032479.9999999999,2017-03-24 00:00:00
8854118660,book_title00113,10000,731,86.4,3,67,33,Magical Realism,122,publisher_name0122,1,manager_name12,345600.0,123,author_name0123,35,518400.00000000006,2001-06-22 00:00:00
5507743700,book_title00114,45000,110,77.7,7,63,38,Speculative Fiction,122,publisher_name0122,1,manager_name12,1398600.0,123,author_name0123,35,2097900.0,2022-08-27 00:00:00
8076963005,book_title00115,50000,1113,96.8,4,31,23,Adventure Fiction,122,publisher_name0122,1,manager_name12,1936000.0,123,author_name0123,35,2904000.0,2017-06-28 00:00:00
2483486313,book_title00116,49000,1865,192.9,8,45,15,History,122,publisher_name0122,1,manager_name12,3780840.0000000005,123,author_name0123,35,5671260.0,2007-03-07 00:00:00
5064408207,book_title00117,32000,1218,96.8,7,1,36,Western Fiction,122,publisher_name0122,1,manager_name12,1239040.0,123,author_name0123,35,1858560.0,2008-05-23 00:00:00
3205931019,book_title00118,28000,228,35.1,1,6,19,Fantasy,122,publisher_name0122,1,manager_name12,393120.0,123,author_name0123,35,589680.0,2008-01-25 00:00:00
8426714381,book_title00119,39000,443,150.8,1,12,2,Narrative,122,publisher_name0122,1,manager_name12,2352480.0000000005,123,author_name0123,35,3528720.0,2013-05-11 00:00:00
1905890644,book_title00120,20000,524,16.1,4,67,10,Thriller,122,publisher_name0122,1,manager_name12,128800.00000000003,123,author_name0123,35,193200.0,2000-11-10 00:00:00
7007969870,book_title00121,48000,1671,175.9,5,7,14,Short Story,122,publisher_name0122,1,manager_name12,3377280.0,123,author_name0123,35,5065920.0,2010-07-22 00:00:00
9604942882,book_title00122,37000,1643,100.0,6,77,34,Social science,122,publisher_name0122,1,manager_name12,1480000.0,123,author_name0123,35,2220000.0,2004-04-06 00:00:00
5541084757,book_title00123,41000,1866,72.2,4,58,30,Fantasy Fiction,122,publisher_name0122,1,manager_name12,1184080.0,123,author_name0123,35,1776120.0,2011-02-13 00:00:00
7110071428,book_title00124,47000,877,173.4,2,30,23,Adventure Fiction,122,publisher_name0122,1,manager_name12,3259920.0,123,author_name0123,35,4889880.0,2016-05-22 00:00:00
7453664097,book_title00125,12000,595,68.8,4,59,40,Satire,122,publisher_name0122,1,manager_name12,330240.0,123,author_name0123,35,495359.99999999994,2011-04-15 00:00:00
6998871138,book_title00126,12000,1259,58.8,7,36,22,Historical Fantasy,122,publisher_name0122,1,manager_name12,282240.0,123,author_name0123,35,423359.99999999994,2012-03-05 00:00:00
8241220300,book_title00127,20000,1771,33.2,4,51,12,Young Adult Fiction,122,publisher_name0122,1,manager_name12,265600.0,123,author_name0123,35,398400.00000000006,2005-11-23 00:00:00
4531092472,book_title00128,16000,179,22.8,7,2,7,Non-fiction,122,publisher_name0122,1,manager_name12,145920.00000000003,123,author_name0123,35,218880.0,2018-09-13 00:00:00
7038928014,book_title00129,35000,295,184.2,4,55,19,Fantasy,122,publisher_name0122,1,manager_name12,2578799.9999999995,123,author_name0123,35,3868200.0,2012-06-21 00:00:00
1773647133,book_title00130,48000,637,103.9,8,7,19,Fantasy,122,publisher_name0122,1,manager_name12,1994880.0,123,author_name0123,35,2992320.0,2021-03-18 00:00:00
4523968502,book_title00131,23000,1652,77.1,1,5,18,Self-help,122,publisher_name0122,1,manager_name12,709320.0,123,author_name0123,35,1063980.0,2008-07-03 00:00:00
1522641550,book_title00132,23000,192,32.5,8,14,25,True Crime,122,publisher_name0122,1,manager_name12,299000.0,123,author_name0123,35,448500.0,2019-01-19 00:00:00
3622291086,book_title00133,10000,257,29.4,3,8,3,Novel,122,publisher_name0122,1,manager_name12,117600.0,123,author_name0123,35,176399.99999999997,2022-10-04 00:00:00
3535369737,book_title00134,16000,81,72.0,2,67,13,Literary Fiction,122,publisher_name0122,1,manager_name12,460800.0,123,author_name0123,35,691199.9999999999,2007-06-25 00:00:00
7999570792,book_title00135,41000,598,29.4,7,20,29,Historical Romance,122,publisher_name0122,1,manager_name12,482160.0,123,author_name0123,35,723239.9999999999,2022-08-26 00:00:00
2705339406,book_title00136,28000,1551,131.1,3,32,35,Autobiography,122,publisher_name0122,1,manager_name12,1468320.0,123,author_name0123,35,2202480.0,2016-09-26 00:00:00
3238437198,book_title00137,15000,1359,90.9,3,10,31,New adult Fiction,122,publisher_name0122,1,manager_name12,545400.0000000001,123,author_name0123,35,818100.0,2011-12-10 00:00:00
4574343198,book_title00138,26000,1507,99.0,5,37,38,Speculative Fiction,122,publisher_name0122,1,manager_name12,1029600.0,123,author_name0123,35,1544400.0,2019-01-19 00:00:00
8622403983,book_title00139,28000,243,111.0,5,65,37,Horror Fiction,122,publisher_name0122,1,manager_name12,1243200.0000000002,123,author_name0123,35,1864799.9999999998,2021-04-19 00:00:00
4259208421,book_title00140,26000,1475,43.0,2,10,1,Fiction,122,publisher_name0122,1,manager_name12,447200.0,123,author_name0123,35,670800.0,2012-01-28 00:00:00
4612623089,book_title00141,45000,1625,91.2,2,40,21,Biography,122,publisher_name0122,1,manager_name12,1641600.0000000002,123,author_name0123,35,2462400.0,2022-06-02 00:00:00
5331193374,book_title00142,13000,407,32.9,4,52,26,Contemporary Romance,122,publisher_name0122,1,manager_name12,171080.0,123,author_name0123,35,256619.99999999997,2003-02-26 00:00:00
5179737297,book_title00143,37000,445,37.5,8,72,38,Speculative Fiction,122,publisher_name0122,1,manager_name12,555000.0,123,author_name0123,35,832500.0,2020-06-05 00:00:00
7178009292,book_title00144,13000,1531,156.6,1,78,27,Essay,122,publisher_name0122,1,manager_name12,814320.0,123,author_name0123,35,1221480.0,2000-04-11 00:00:00
2868227158,book_title00145,11000,1491,182.1,8,13,7,Non-fiction,122,publisher_name0122,1,manager_name12,801240.0,123,author_name0123,35,1201860.0,2006-10-23 00:00:00
5045327386,book_title00146,29000,898,30.4,8,59,34,Social science,122,publisher_name0122,1,manager_name12,352640.0,123,author_name0123,35,528960.0,2014-03-01 00:00:00
9502059373,book_title00147,31000,737,117.9,4,54,20,Children's Literature,122,publisher_name0122,1,manager_name12,1461960.0,123,author_name0123,35,2192940.0,2008-04-05 00:00:00
3785884708,book_title00148,11000,1358,84.1,8,29,13,Literary Fiction,122,publisher_name0122,1,manager_name12,370040.0,123,author_name0123,35,555059.9999999999,2019-01-03 00:00:00
3335523515,book_title00149,41000,629,184.6,6,48,5,Science Fiction,122,publisher_name0122,1,manager_name12,3027440.0,124,author_name0124,70,4541160.0,2002-09-28 00:00:00
6529183596,book_title00150,40000,312,22.0,7,31,16,Graphic Novel,122,publisher_name0122,1,manager_name12,352000.0,124,author_name0124,70,528000.0,2012-12-04 00:00:00
5591802950,book_title00151,11000,1795,191.0,5,47,11,Women's Fiction,122,publisher_name0122,1,manager_name12,840400.0000000001,124,author_name0124,70,1260600.0,2019-07-14 00:00:00
3536681630,book_title00152,26000,770,75.7,6,77,6,Mystery,122,publisher_name0122,1,manager_name12,787280.0,124,author_name0124,70,1180920.0,2019-07-08 00:00:00
2963112200,book_title00153,49000,1547,117.6,7,52,21,Biography,122,publisher_name0122,1,manager_name12,2304960.0,124,author_name0124,70,3457439.9999999995,2011-03-27 00:00:00
1593523994,book_title00154,23000,1443,153.3,3,20,13,Literary Fiction,122,publisher_name0122,1,manager_name12,1410360.0000000002,124,author_name0124,70,2115540.0,2004-09-15 00:00:00
8472567512,book_title00155,21000,1492,71.4,4,13,29,Historical Romance,122,publisher_name0122,1,manager_name12,599760.0,124,author_name0124,70,899640.0000000001,2000-11-21 00:00:00
7514429473,book_title00156,42000,1168,44.0,7,49,35,Autobiography,122,publisher_name0122,1,manager_name12,739200.0000000001,124,author_name0124,70,1108800.0,2022-11-27 00:00:00
