isbn,publisher_id,publish_date,publisher_revenue
3687570741,121,2020-02-19 00:00:00,817360.0000000001
1719287878,121,2022-03-05 00:00:00,2258080.0000000005
9340508223,121,2002-02-23 00:00:00,345680.00000000006
8207292214,121,2019-02-11 00:00:00,1376960.0000000002
4650496725,121,2012-01-19 00:00:00,1763000.0000000002
5619489497,121,2015-02-20 00:00:00,889560.0000000001
5204902224,121,2003-03-25 00:00:00,128480.0
6561577834,121,2007-07-04 00:00:00,993480.0
4725531942,121,2015-09-26 00:00:00,1404480.0
9954399572,121,2010-09-28 00:00:00,2672880.0
9996079045,121,2013-08-10 00:00:00,88000.0
5724121220,121,2016-12-21 00:00:00,364560.0
1238952120,121,2007-03-19 00:00:00,1056960.0
2102948140,121,2012-04-26 00:00:00,952000.0
9798534269,121,2017-01-28 00:00:00,661920.0
7112295182,121,2012-05-25 00:00:00,994560.0
3700488827,121,2013-04-03 00:00:00,1761000.0
7646124779,121,2005-12-14 00:00:00,289280.00000000006
2803918993,121,2021-05-05 00:00:00,934360.0
7415673658,121,2010-02-04 00:00:00,2088800.0
8298772782,121,2022-01-28 00:00:00,3188000.0000000005
4756147050,121,2000-04-11 00:00:00,214320.00000000003
1683416879,121,2004-06-27 00:00:00,462840.0
8446689370,121,2014-03-13 00:00:00,1518720.0000000002
4340918618,121,2015-09-16 00:00:00,1053120.0
4778396671,121,2009-02-08 00:00:00,870320.0
8042572770,121,2021-12-22 00:00:00,774360.0000000001
6417192437,121,2017-11-09 00:00:00,1564800.0
7701653699,121,2002-01-01 00:00:00,1467200.0
8677099792,121,2004-03-28 00:00:00,203680.0
6515477864,121,2008-03-01 00:00:00,585800.0000000001
7035397900,121,2002-03-21 00:00:00,932160.0
3932438956,121,2008-02-27 00:00:00,83600.0
2669095669,121,2009-08-17 00:00:00,1126440.0
8801730245,121,2008-12-28 00:00:00,1428800.0
2951441020,121,2022-02-27 00:00:00,1895040.0
6951208584,121,2016-06-24 00:00:00,2602880.0
4654683464,121,2023-06-20 00:00:00,267120.00000000006
8847424986,121,2019-09-24 00:00:00,3170320.0
4176602769,121,2020-04-04 00:00:00,989000.0
7495797402,121,2018-12-21 00:00:00,2877280.0000000005
7249281506,121,2007-02-03 00:00:00,301840.00000000006
7505194789,121,2001-09-18 00:00:00,906600.0
8124298860,121,2023-01-22 00:00:00,1285440.0
3626928822,121,2001-11-13 00:00:00,453600.00000000006
5919997171,121,2018-05-09 00:00:00,1644960.0000000002
3780928023,121,2019-05-26 00:00:00,2756840.0
2377848240,121,2022-04-28 00:00:00,377600.00000000006
6446301975,121,2008-08-28 00:00:00,2320280.0000000005
9719648512,121,2004-02-14 00:00:00,2054080.0
9386968145,121,2009-04-28 00:00:00,2656000.0
8911511085,121,2013-03-11 00:00:00,723360.0
6946292296,121,2017-08-20 00:00:00,746760.0
7935120568,121,2019-11-12 00:00:00,592640.0
4531448871,121,2004-08-16 00:00:00,753440.0
8110826707,121,2014-03-21 00:00:00,508000.0
8916747875,121,2003-10-17 00:00:00,688800.0000000001
1877051229,122,2020-08-10 00:00:00,3349920.0
2192402349,122,2000-02-04 00:00:00,103200.0
9301840025,122,2009-03-22 00:00:00,370880.0
6637829654,122,2012-07-16 00:00:00,316800.0
3006863751,122,2023-06-20 00:00:00,1222560.0
3938368224,122,2009-04-10 00:00:00,584000.0
6514617052,122,2017-03-24 00:00:00,781200.0000000001
1365012281,122,2008-04-13 00:00:00,94640.0
9568884702,122,2012-07-13 00:00:00,555000.0
9647971256,122,2002-07-17 00:00:00,639840.0
9203322600,122,2010-03-27 00:00:00,2798880.0
5897624525,122,2000-06-11 00:00:00,740880.0000000001
6733972117,122,2016-12-25 00:00:00,1084600.0
9184166702,122,2012-09-13 00:00:00,373120.0
1019282953,122,2005-11-27 00:00:00,547360.0
1580857283,122,2009-02-18 00:00:00,727720.0
6197002356,122,2007-09-22 00:00:00,1862640.0
9889980390,122,2004-10-21 00:00:00,404000.00000000006
8195895458,122,2004-01-19 00:00:00,2515800.0
3254259017,122,2022-03-26 00:00:00,862400.0
8571250259,122,2008-07-03 00:00:00,571600.0
2123439261,122,2012-08-19 00:00:00,1310400.0000000002
6138975585,122,2003-11-09 00:00:00,1379240.0
6761907492,122,2013-03-27 00:00:00,1322400.0000000002
1609066439,122,2011-01-18 00:00:00,1397760.0
4925790335,122,2015-05-23 00:00:00,1763640.0000000002
1020555431,122,2022-10-09 00:00:00,971520.0
5309553992,122,2020-01-05 00:00:00,2429280.0
8789170805,122,2020-01-02 00:00:00,473400.00000000006
2160671548,122,2013-07-17 00:00:00,78600.0
8169599527,122,2001-05-07 00:00:00,61920.0
5759488542,122,2000-12-17 00:00:00,123200.0
4254701772,122,2023-09-22 00:00:00,853920.0
5147109894,122,2002-06-05 00:00:00,2945040.0
9108068950,122,2006-07-01 00:00:00,723520.0
8083585845,122,2002-11-10 00:00:00,500160.00000000006
1367347428,122,2007-05-12 00:00:00,577280.0
3738360852,122,2005-11-27 00:00:00,729960.0
8308290424,122,2006-03-23 00:00:00,748880.0
7479619724,122,2002-09-09 00:00:00,1402560.0000000002
5816652735,122,2007-04-06 00:00:00,695640.0
8569907590,122,2020-08-22 00:00:00,1107600.0
3865430746,122,2000-05-07 00:00:00,1227520.0000000002
5313211415,122,2001-01-18 00:00:00,64800.00000000001
9113172769,122,2004-06-06 00:00:00,1403000.0
5575980672,122,2014-09-12 00:00:00,2508000.0
4091087516,122,2003-01-02 00:00:00,3347520.0
1177668045,122,2018-02-12 00:00:00,984000.0
6914869683,122,2004-02-08 00:00:00,524000.0
6568203066,122,2019-02-02 00:00:00,3201440.0
8503583310,122,2008-04-24 00:00:00,386880.0
4097548979,122,2000-01-09 00:00:00,1551760.0
5995726498,122,2013-07-12 00:00:00,3066960.0
4820828483,122,2004-01-12 00:00:00,2094080.0
4209869777,122,2008-05-22 00:00:00,272640.00000000006
7775056456,122,2006-01-15 00:00:00,369240.0
8495799476,122,2006-04-24 00:00:00,28800.0
8406440372,122,2023-12-24 00:00:00,259120.0
5930612564,122,2015-01-19 00:00:00,258400.00000000003
3575494158,122,2015-12-05 00:00:00,915360.0
4207741205,122,2007-07-02 00:00:00,496160.0
3670203142,122,2005-12-18 00:00:00,163800.0
8587567227,122,2001-02-10 00:00:00,1389440.0
1563976069,122,2013-12-01 00:00:00,2161040.0
5879778337,122,2006-12-13 00:00:00,1359320.0000000002
8699157639,122,2022-05-02 00:00:00,1796000.0
3223279902,122,2012-09-24 00:00:00,1184400.0000000002
7877554800,122,2003-05-20 00:00:00,422280.0
7929975817,122,2020-06-10 00:00:00,1573240.0
8217556808,122,2002-10-10 00:00:00,1412880.0
3159580518,122,2011-08-25 00:00:00,573440.0000000001
7532133996,122,2012-12-04 00:00:00,362480.0
2839577201,122,2014-03-14 00:00:00,1395680.0
4845712369,122,2022-07-26 00:00:00,1057920.0000000002
1289375379,122,2011-01-03 00:00:00,1814400.0
8089602155,122,2021-09-24 00:00:00,716560.0000000001
6984181458,122,2006-01-19 00:00:00,1422720.0
8158946044,122,2007-01-07 00:00:00,179520.0
7632601770,122,2013-10-13 00:00:00,1804680.0
1016684341,122,2003-09-13 00:00:00,191800.00000000003
1129185045,122,2003-01-26 00:00:00,141360.00000000003
2675375536,122,2008-01-08 00:00:00,2394640.0000000005
9555773701,122,2001-01-11 00:00:00,1009320.0
3744694948,122,2011-06-03 00:00:00,1472800.0
3708247680,122,2001-01-11 00:00:00,12480.0
9738586783,122,2015-04-14 00:00:00,103400.0
8254071274,122,2014-04-28 00:00:00,746360.0000000001
1361731917,122,2015-08-06 00:00:00,9240.0
8596671151,122,2001-06-20 00:00:00,879840.0
8810139334,122,2015-05-26 00:00:00,171360.0
1627244176,122,2004-11-26 00:00:00,1815160.0000000005
7855398256,122,2000-04-02 00:00:00,187200.0
5073979900,122,2003-11-16 00:00:00,885080.0
5179385308,122,2005-11-01 00:00:00,2926559.9999999995
2363127224,122,2009-06-22 00:00:00,2564240.0
4219197874,122,2011-12-21 00:00:00,2662880.0000000005
4528641291,122,2012-05-21 00:00:00,702240.0
8700507029,122,2020-11-12 00:00:00,1845520.0
1067080525,122,2006-04-23 00:00:00,538400.0
2198727401,122,2009-11-20 00:00:00,1691640.0
3880004473,122,2019-01-20 00:00:00,2356200.0
1310928969,122,2001-05-08 00:00:00,1248720.0
1379030095,122,2014-12-18 00:00:00,825440.0000000001
2209536680,122,2011-12-07 00:00:00,575080.0
1405039255,122,2008-11-24 00:00:00,255200.00000000003
5297075534,123,2006-10-11 00:00:00,3588000.0
6025069074,123,2011-02-14 00:00:00,920640.0
8742171542,123,2007-12-06 00:00:00,2484920.0000000005
1180006925,123,2022-04-16 00:00:00,1501200.0
2885509123,123,2011-06-08 00:00:00,1596320.0
2976598590,123,2004-06-19 00:00:00,2307200.0
6504959880,123,2020-03-04 00:00:00,1071560.0
7199596638,123,2013-03-24 00:00:00,1709520.0
5518624318,123,2019-05-07 00:00:00,286000.00000000006
8608607869,123,2023-08-26 00:00:00,1719200.0000000002
9357792845,123,2023-01-16 00:00:00,886880.0
8417443959,123,2006-04-03 00:00:00,1516000.0
7968426440,123,2020-03-12 00:00:00,456840.00000000006
1851033140,123,2008-11-11 00:00:00,1132800.0000000002
6116199519,123,2004-05-07 00:00:00,1640800.0
2720378602,123,2004-06-19 00:00:00,748240.0
5857634205,123,2003-11-03 00:00:00,2870400.0000000005
8408504628,123,2000-02-19 00:00:00,3163560.0000000005
9600407995,123,2008-03-07 00:00:00,384880.0
6719605785,123,2005-06-24 00:00:00,676800.0
6124738031,123,2021-08-03 00:00:00,972000.0
4294602394,123,2013-10-15 00:00:00,176400.00000000003
7442352077,123,2014-04-24 00:00:00,728280.0
6749502395,123,2006-01-22 00:00:00,1008000.0
5206148413,123,2016-03-15 00:00:00,158400.0
4700787703,123,2019-07-12 00:00:00,952560.0
7212499902,123,2022-11-02 00:00:00,2730000.0
8750471314,123,2022-02-22 00:00:00,1866240.0
5136830771,123,2011-10-06 00:00:00,923440.0
9276720170,123,2013-07-25 00:00:00,412080.00000000006
4701584044,123,2015-12-22 00:00:00,606560.0
6468908981,123,2003-12-24 00:00:00,2336880.0000000005
4667741820,123,2023-08-16 00:00:00,769200.0
3447146494,123,2002-08-08 00:00:00,653400.0
6811810126,123,2003-01-08 00:00:00,3099720.0
8731555080,123,2002-09-12 00:00:00,351120.0
5536156907,123,2004-06-28 00:00:00,1209000.0
1650345100,123,2004-04-14 00:00:00,2506080.0
5114322733,123,2022-01-08 00:00:00,25080.0
1121150806,123,2014-09-16 00:00:00,2400080.0
1399958826,123,2019-01-20 00:00:00,496320.00000000006
2073205375,123,2004-01-11 00:00:00,1218000.0
1052706244,123,2016-05-08 00:00:00,235000.0
5944845872,123,2019-04-28 00:00:00,360960.00000000006
4055345189,123,2015-12-04 00:00:00,420400.0
3172700825,123,2001-04-14 00:00:00,1134640.0
7912058503,123,2010-04-20 00:00:00,3461080.0
7365644839,123,2016-06-14 00:00:00,748200.0
7300133396,123,2003-08-04 00:00:00,1960560.0
4326544278,123,2012-03-26 00:00:00,186200.0
3797560114,123,2005-03-09 00:00:00,1922200.0
9271853818,123,2005-11-24 00:00:00,567040.0
4947289137,123,2022-01-18 00:00:00,1566000.0000000002
3906029322,123,2000-12-24 00:00:00,104880.0
3017475872,123,2009-03-14 00:00:00,874080.0
9338020341,123,2015-10-17 00:00:00,1448800.0
7525149219,123,2021-05-22 00:00:00,1183120.0
4478656866,123,2008-09-16 00:00:00,1941760.0
6553588024,123,2017-05-14 00:00:00,1866440.0
4928375007,123,2000-06-24 00:00:00,2017600.0
3804451334,123,2009-03-11 00:00:00,606360.0000000001
9180096462,123,2014-06-10 00:00:00,2144840.0
4139221117,123,2001-11-02 00:00:00,632960.0
5079543743,123,2017-11-03 00:00:00,270480.0
4152561081,123,2000-05-23 00:00:00,865000.0
9086877441,123,2000-04-04 00:00:00,1554960.0
3510383840,123,2021-04-09 00:00:00,1029920.0
4384168537,123,2016-10-28 00:00:00,1363200.0
6337168268,123,2011-06-15 00:00:00,426000.00000000006
5963745616,123,2016-08-06 00:00:00,1300320.0000000002
1511995841,123,2015-12-20 00:00:00,958560.0
3895391784,123,2013-08-25 00:00:00,782000.0
1419362329,123,2005-06-26 00:00:00,332880.0
4617000607,123,2006-07-26 00:00:00,1112160.0
5921749672,123,2004-01-22 00:00:00,383880.0
4876070411,123,2008-03-22 00:00:00,143920.00000000003
4749458401,123,2002-06-02 00:00:00,921600.0
5594394910,123,2004-05-13 00:00:00,684720.0
1037933819,123,2005-09-13 00:00:00,1480800.0000000002
7896001273,123,2016-01-10 00:00:00,1997800.0
9542019343,123,2017-10-06 00:00:00,1830000.0
1783037959,123,2001-02-24 00:00:00,167440.0
3897658606,123,2016-04-07 00:00:00,641440.0000000001
5611613776,123,2000-09-23 00:00:00,2104320.0
2526946239,123,2021-10-04 00:00:00,2707760.0
8408010480,123,2019-06-12 00:00:00,357680.00000000006
3981468900,123,2012-04-13 00:00:00,796800.0000000001
8412762953,124,2000-09-22 00:00:00,1999000.0
8211489335,124,2012-07-22 00:00:00,2250800.0
6965091659,124,2002-01-21 00:00:00,446880.0
9945848438,124,2009-05-10 00:00:00,1381000.0
8072523871,124,2018-06-08 00:00:00,260960.0
1282050157,124,2001-06-03 00:00:00,568400.0
7762290861,124,2012-11-14 00:00:00,563840.0
4205172579,124,2020-05-14 00:00:00,667920.0000000001
7791317545,124,2020-08-18 00:00:00,672400.0
9790925802,124,2011-07-03 00:00:00,2016560.0
5017915991,124,2020-02-26 00:00:00,556000.0
9335990524,124,2020-02-22 00:00:00,3183200.0
5493907880,124,2017-08-10 00:00:00,480000.0
3772174485,124,2011-05-14 00:00:00,1589160.0000000002
7268152589,124,2018-12-03 00:00:00,984000.0
2320535100,124,2020-01-23 00:00:00,2442160.0
2556221017,124,2008-10-20 00:00:00,1663200.0
8010079470,124,2012-08-22 00:00:00,248040.0
4981015336,124,2014-10-03 00:00:00,459600.0
2647568027,124,2019-11-15 00:00:00,99000.0
1635320616,124,2001-03-26 00:00:00,2289840.0
3094171700,124,2018-03-18 00:00:00,761520.0000000001
6201372072,124,2022-05-25 00:00:00,96720.0
2150238224,124,2017-12-26 00:00:00,1159960.0000000002
7764012870,124,2004-11-04 00:00:00,1833960.0
8329167337,124,2003-01-13 00:00:00,827840.0
6447730675,124,2018-04-17 00:00:00,3012080.0
6928533535,124,2009-04-27 00:00:00,374800.00000000006
2943021317,124,2015-03-11 00:00:00,2165800.0
5863214707,124,2017-05-14 00:00:00,2544960.0
7254928204,124,2020-02-01 00:00:00,3408440.0000000005
8238180794,124,2020-12-24 00:00:00,1582000.0
8048868478,124,2011-10-22 00:00:00,1382520.0
2701654077,124,2010-03-09 00:00:00,2706200.0000000005
1321232945,124,2000-10-19 00:00:00,492800.00000000006
5955740510,124,2010-09-02 00:00:00,366480.0
5026267443,124,2001-05-03 00:00:00,2343600.0
5002626618,124,2012-02-14 00:00:00,328320.00000000006
5945159960,124,2014-06-18 00:00:00,759800.0000000001
5835419817,124,2022-04-07 00:00:00,1276360.0
5060789746,124,2013-11-02 00:00:00,1168160.0
5191165407,124,2005-10-16 00:00:00,1578000.0
5328398023,124,2016-08-25 00:00:00,2196480.0
1773120327,124,2003-04-19 00:00:00,831000.0
4048197367,124,2018-02-13 00:00:00,378720.00000000006
5957347332,124,2009-07-25 00:00:00,159360.0
7477405661,124,2019-04-20 00:00:00,436800.0
8296456474,124,2017-11-05 00:00:00,796000.0
9672715943,124,2012-10-19 00:00:00,119080.0
8934760939,124,2003-06-06 00:00:00,1440600.0000000002
8626277827,124,2007-03-07 00:00:00,2114640.0
5057019803,124,2003-07-22 00:00:00,1659800.0
9812938936,124,2018-04-06 00:00:00,145520.0
4969813893,124,2013-10-07 00:00:00,112800.0
9359894648,124,2013-01-07 00:00:00,944520.0
5943064621,124,2020-02-02 00:00:00,385560.00000000006
3936181351,124,2023-07-16 00:00:00,762680.0000000001
6203797467,124,2009-09-20 00:00:00,806400.0000000001
1274567483,124,2009-07-16 00:00:00,283800.0
6871525659,124,2013-10-13 00:00:00,1249440.0
5193903659,124,2018-12-24 00:00:00,2335520.0
5627050586,124,2007-11-07 00:00:00,1117200.0
8197105613,124,2002-11-16 00:00:00,1152400.0
8668598418,124,2017-06-24 00:00:00,1162800.0000000002
3394910464,124,2013-03-10 00:00:00,1157560.0
4505131914,124,2000-04-19 00:00:00,384880.0
3680598800,124,2012-02-25 00:00:00,1303200.0
7848005771,124,2002-10-12 00:00:00,254880.00000000003
5733608312,124,2010-10-03 00:00:00,326400.0
1350119913,124,2022-01-24 00:00:00,3278360.0000000005
9621988882,124,2014-09-18 00:00:00,1368000.0
1801306574,124,2006-06-08 00:00:00,661200.0
8231550925,124,2016-10-08 00:00:00,279680.0
1156352046,124,2017-06-13 00:00:00,2835840.0000000005
6775586560,124,2021-03-24 00:00:00,576000.0000000001
2775238175,124,2000-02-06 00:00:00,2296960.0
7897284177,124,2013-01-23 00:00:00,2520960.0000000005
4527662523,124,2007-10-25 00:00:00,792000.0
5568664458,124,2002-10-13 00:00:00,1240200.0
3066023851,124,2002-06-07 00:00:00,3811200.000000001
9277460054,124,2003-05-16 00:00:00,955760.0
4485599139,124,2004-01-04 00:00:00,1589280.0
9043985082,124,2007-01-16 00:00:00,614320.0
7866514975,124,2002-10-21 00:00:00,103880.0
4328892776,124,2022-11-01 00:00:00,2208560.0
9679652613,124,2013-12-25 00:00:00,550080.0
5616901209,124,2017-05-17 00:00:00,198360.00000000003
8851331225,124,2007-03-06 00:00:00,861440.0
2370211211,124,2020-09-16 00:00:00,3088000.0000000005
6723312825,124,2023-11-02 00:00:00,808000.0
3660720903,124,2009-02-15 00:00:00,313720.00000000006
8778734707,125,2010-09-07 00:00:00,24440.0
5666451782,125,2002-04-03 00:00:00,937600.0
2783779792,125,2014-03-08 00:00:00,1051440.0
7289345497,125,2003-03-26 00:00:00,584640.0
6990359027,125,2016-10-18 00:00:00,180320.00000000003
2505924664,125,2002-08-09 00:00:00,2910720.0
9362828402,125,2010-07-03 00:00:00,370800.0
1253209814,125,2002-08-15 00:00:00,1790880.0000000002
2513739551,125,2002-11-09 00:00:00,1873760.0
7672789607,125,2011-11-11 00:00:00,1078560.0000000002
9970186978,125,2013-12-09 00:00:00,1846800.0
2065698764,125,2019-07-15 00:00:00,2920080.0
7944142609,125,2005-03-22 00:00:00,792600.0
6345910391,125,2013-04-09 00:00:00,439760.0
2435336122,125,2016-09-18 00:00:00,1844800.0
7879728028,125,2022-01-09 00:00:00,1557440.0
4566141416,125,2002-05-22 00:00:00,194880.00000000003
3449623574,125,2002-06-13 00:00:00,348000.00000000006
9611293771,125,2010-08-10 00:00:00,802000.0000000001
4607695824,125,2002-12-27 00:00:00,1174960.0
9061676628,125,2020-07-13 00:00:00,978360.0
7603070892,125,2016-04-21 00:00:00,851760.0000000001
2469853415,125,2023-09-03 00:00:00,175360.0
9417820858,125,2000-06-09 00:00:00,282240.0
1192387238,125,2022-05-18 00:00:00,837120.0000000001
8553178796,125,2011-02-21 00:00:00,2588560.0
6379420816,125,2021-11-20 00:00:00,397320.00000000006
2384904851,125,2013-10-18 00:00:00,1107600.0
1075846923,125,2003-11-17 00:00:00,473200.0
7444051349,125,2022-12-08 00:00:00,3050400.0000000005
7097030275,125,2018-04-09 00:00:00,500400.0000000001
2479867125,125,2013-12-14 00:00:00,296840.00000000006
7735289598,125,2002-07-02 00:00:00,242880.00000000003
3922684767,125,2007-03-07 00:00:00,1363040.0000000002
3830406320,125,2002-08-12 00:00:00,2561280.0000000005
1187861007,125,2002-04-20 00:00:00,2872000.0
4226868710,125,2010-02-26 00:00:00,762200.0
9913942447,125,2004-01-17 00:00:00,114920.0
8967294553,125,2014-06-28 00:00:00,1399680.0000000002
1854981641,125,2014-11-13 00:00:00,734400.0
5719248375,125,2006-04-18 00:00:00,1359560.0000000002
3103498537,125,2015-10-07 00:00:00,590800.0000000001
1880465210,125,2020-08-05 00:00:00,588760.0
5254845663,125,2015-02-03 00:00:00,1145760.0
6033495064,125,2020-10-12 00:00:00,2499000.0
7066133762,125,2011-04-10 00:00:00,1081200.0
9284174877,125,2019-09-07 00:00:00,1122560.0000000002
3317338930,125,2018-05-04 00:00:00,332640.0
6940491690,125,2011-02-14 00:00:00,2672880.0
3939500220,125,2009-08-07 00:00:00,1128000.0
8789865291,125,2023-04-22 00:00:00,1084440.0
4541356090,125,2020-05-16 00:00:00,3645040.000000001
8068203777,125,2012-01-19 00:00:00,1760800.0000000002
9389161888,125,2019-12-12 00:00:00,181760.0
7185249447,125,2000-01-03 00:00:00,2531760.0
8887725128,125,2007-09-11 00:00:00,2014080.0000000005
3317666141,125,2016-01-09 00:00:00,58000.0
3733275710,125,2023-09-20 00:00:00,1417720.0
5661229633,125,2023-05-26 00:00:00,930800.0
5995287938,125,2008-02-17 00:00:00,154280.00000000003
9580719924,125,2009-10-09 00:00:00,344640.0
8086856538,125,2006-03-21 00:00:00,2902800.0
7679103288,125,2023-11-22 00:00:00,350880.0
9568945023,125,2011-07-04 00:00:00,495600.0
2256328589,125,2009-04-11 00:00:00,763200.0
7822166560,125,2023-02-11 00:00:00,606000.0000000001
7405281604,125,2021-12-27 00:00:00,3133520.0
8164481103,125,2023-09-11 00:00:00,701800.0000000001
1584732554,125,2021-04-20 00:00:00,814720.0
3990856447,125,2001-05-20 00:00:00,168960.0
2970473424,125,2001-01-14 00:00:00,1063440.0
9182195059,125,2007-10-17 00:00:00,1163480.0
6142881967,125,2003-09-28 00:00:00,1967160.0
8608947911,125,2016-07-26 00:00:00,2587200.0
2034077798,125,2018-05-05 00:00:00,1094800.0
5304263276,125,2001-04-06 00:00:00,2474160.0
1796393942,125,2009-10-07 00:00:00,2219360.0
2738258835,125,2013-05-17 00:00:00,469000.00000000006
1743244033,125,2007-11-15 00:00:00,1091840.0
8877190080,125,2020-04-08 00:00:00,250000.0
4765147777,125,2004-10-25 00:00:00,833040.0
9099648389,125,2008-10-05 00:00:00,826320.0000000001
5804017392,125,2001-04-08 00:00:00,2469920.0
1809980911,125,2016-03-23 00:00:00,1083440.0000000002
6773544586,125,2016-08-15 00:00:00,918840.0
5222844623,125,2014-01-22 00:00:00,839040.0000000001
8899932167,125,2023-04-21 00:00:00,811800.0000000001
7956189662,125,2022-05-20 00:00:00,367840.0
2861793181,125,2010-02-09 00:00:00,1211000.0
2543486448,125,2009-04-21 00:00:00,227240.0
3654006717,125,2013-01-18 00:00:00,841600.0000000001
7302028290,125,2019-11-11 00:00:00,3823960.000000001
1287098631,126,2015-12-01 00:00:00,2051080.0
7696471134,126,2011-02-15 00:00:00,2899840.0
4382866307,126,2002-06-01 00:00:00,159000.00000000003
4966867319,126,2003-11-27 00:00:00,1090480.0
4139732058,126,2008-01-22 00:00:00,2632640.0
5120355454,126,2023-01-07 00:00:00,349439.99999999994
7135508416,126,2013-12-05 00:00:00,1869120.0
7611751783,126,2019-05-26 00:00:00,176080.0
8231965547,126,2023-10-26 00:00:00,622440.0
5989327148,126,2017-12-15 00:00:00,2953480.0
2817858234,126,2008-03-11 00:00:00,609000.0
5869239255,126,2013-04-25 00:00:00,368520.00000000006
2354903869,126,2013-09-03 00:00:00,1089920.0
9199804342,126,2005-12-02 00:00:00,1671600.0000000002
3811075388,126,2017-11-20 00:00:00,394800.0
9532996787,126,2022-04-22 00:00:00,533600.0000000001
1560298412,126,2009-12-21 00:00:00,455520.0
1946923524,126,2023-11-27 00:00:00,408000.0
6950586489,126,2019-09-24 00:00:00,2206800.0
7303291892,126,2023-02-21 00:00:00,1161800.0
4128879710,126,2011-10-03 00:00:00,456720.00000000006
7147196238,126,2007-08-10 00:00:00,2838840.0
8228733281,126,2018-04-06 00:00:00,2417600.0
7061685423,126,2008-11-22 00:00:00,1293360.0
7639380730,126,2016-04-13 00:00:00,168080.0
6058563297,126,2006-12-17 00:00:00,599600.0000000001
4828757963,126,2005-12-16 00:00:00,190240.0
3132410503,126,2008-10-05 00:00:00,1326000.0
3385525183,126,2000-08-01 00:00:00,280800.0
8109323504,126,2013-02-01 00:00:00,1725920.0
5147493947,126,2000-01-11 00:00:00,2397520.0
3704892905,126,2011-03-05 00:00:00,724000.0
4168185362,126,2016-08-04 00:00:00,283680.0
1100667096,126,2018-04-19 00:00:00,3002160.0
8412949451,126,2004-01-23 00:00:00,1678600.0000000002
9196536551,126,2023-08-10 00:00:00,676800.0000000001
4210972616,126,2000-10-15 00:00:00,715440.0000000001
7953786765,126,2002-01-21 00:00:00,1632960.0
3905309911,126,2016-08-23 00:00:00,483840.00000000006
4262501783,126,2011-02-14 00:00:00,473440.0
4629109140,126,2007-02-17 00:00:00,1192720.0000000002
3171490595,126,2006-01-02 00:00:00,1217920.0000000002
8736933617,126,2020-07-12 00:00:00,691600.0
7775042040,126,2000-03-20 00:00:00,1598480.0
3319790623,126,2007-10-07 00:00:00,2507400.0000000005
9145192405,126,2005-02-22 00:00:00,1420200.0
3048388122,126,2007-08-08 00:00:00,2068440.0
3470062684,126,2017-01-06 00:00:00,470400.0
2425315013,126,2017-02-10 00:00:00,1790520.0
9048398840,126,2010-10-16 00:00:00,364000.0
7633390761,126,2010-08-26 00:00:00,99320.0
1153020045,126,2018-11-28 00:00:00,2034480.0
6348913391,126,2009-06-06 00:00:00,1549440.0
2998214510,126,2009-01-03 00:00:00,2563200.0
6914501417,126,2013-06-11 00:00:00,1308800.0
6833304915,126,2022-02-10 00:00:00,648600.0
9442692248,126,2007-10-20 00:00:00,1526000.0
7803354494,126,2020-08-20 00:00:00,30400.0
7860885994,126,2005-08-13 00:00:00,459200.00000000006
3247979699,126,2017-05-02 00:00:00,326800.0
