isbn,author_id,author_revenue
5627050586,128,1675799.9999999998
8197105613,128,1728599.9999999998
8668598418,128,1744200.0
3394910464,128,1736339.9999999998
4505131914,128,577320.0
3680598800,128,1954800.0
7848005771,128,382320.0
5733608312,128,489600.0
1350119913,128,4917540.0
9621988882,128,2052000.0
1801306574,128,991800.0
8231550925,128,419520.0
1156352046,128,4253760.0
6775586560,128,864000.0
2775238175,128,3445439.9999999995
7897284177,128,3781440.0
4527662523,128,1188000.0
5568664458,128,1860300.0
3066023851,128,5716800.0
9277460054,128,1433640.0
4485599139,128,2383920.0
9043985082,128,921480.0
7866514975,128,155820.0
4328892776,128,3312840.0000000005
9679652613,128,825120.0000000001
5616901209,128,297540.0
8851331225,128,1292159.9999999998
2370211211,128,4632000.0
6723312825,128,1212000.0
3660720903,128,470580.0
8778734707,128,36660.0
5666451782,128,1406399.9999999998
2783779792,128,1577160.0
7289345497,128,876960.0
6990359027,128,270480.0
2505924664,128,4366080.0
9362828402,128,556200.0
1253209814,128,2686320.0
2513739551,128,2810640.0000000005
7672789607,128,1617840.0000000002
9970186978,128,2770199.9999999995
2065698764,128,4380119.999999999
7944142609,128,1188899.9999999998
6345910391,128,659639.9999999999
2435336122,128,2767199.9999999995
7879728028,129,2336160.0
4566141416,129,292320.0
3449623574,129,522000.0
9611293771,129,1203000.0
4607695824,129,1762439.9999999998
9061676628,129,1467540.0
7603070892,129,1277640.0
2469853415,129,263039.99999999994
9417820858,129,423360.0
1192387238,129,1255680.0
8553178796,129,3882840.000000001
6379420816,129,595980.0
2384904851,129,1661400.0
1075846923,129,709800.0
7444051349,129,4575600.0
7097030275,129,750600.0
2479867125,129,445260.00000000006
7735289598,129,364320.0
3922684767,129,2044560.0
3830406320,129,3841920.000000001
1187861007,129,4308000.0
4226868710,129,1143300.0
9913942447,129,172379.99999999997
8967294553,129,2099520.0
1854981641,129,1101600.0
5719248375,129,2039340.0
3103498537,129,886200.0
1880465210,129,883140.0
5254845663,129,1718640.0000000002
6033495064,129,3748500.0
7066133762,129,1621799.9999999998
9284174877,129,1683840.0
3317338930,129,498960.00000000006
6940491690,129,4009320.0
3939500220,129,1692000.0
8789865291,129,1626659.9999999998
4541356090,129,5467559.999999999
8068203777,129,2641200.0
9389161888,129,272640.0
7185249447,129,3797640.0
8887725128,129,3021120.0
3317666141,129,87000.0
3733275710,129,2126580.0
5661229633,129,1396200.0
5995287938,129,231420.0
9580719924,129,516960.0
8086856538,129,4354200.0
7679103288,129,526320.0
9568945023,129,743399.9999999999
2256328589,129,1144800.0
7822166560,129,909000.0
7405281604,129,4700280.0
8164481103,129,1052700.0
1584732554,129,1222079.9999999998
3990856447,129,253440.0
2970473424,129,1595159.9999999998
9182195059,130,1745220.0
6142881967,130,2950740.0
8608947911,130,3880800.0
2034077798,130,1642200.0
5304263276,130,3711240.0
1796393942,130,3329040.0
2738258835,130,703499.9999999999
1743244033,130,1637760.0
8877190080,130,375000.0
4765147777,130,1249560.0
9099648389,130,1239480.0
5804017392,130,3704880.0
1809980911,130,1625160.0
6773544586,130,1378260.0
5222844623,130,1258560.0
8899932167,130,1217700.0
7956189662,130,551760.0
2861793181,130,1816500.0
2543486448,130,340860.00000000006
3654006717,130,1262400.0
7302028290,130,5735939.999999999
1287098631,130,3076619.9999999995
7696471134,130,4349759.999999999
4382866307,130,238500.0
4966867319,130,1635720.0
4139732058,130,3948960.0
5120355454,130,524160.0
7135508416,130,2803680.0000000005
7611751783,130,264120.0
8231965547,130,933660.0
5989327148,130,4430220.0
2817858234,130,913500.0
5869239255,130,552779.9999999999
2354903869,130,1634880.0
9199804342,130,2507400.0
3811075388,130,592200.0
9532996787,130,800399.9999999999
1560298412,131,683280.0
1946923524,131,612000.0
6950586489,131,3310200.0
7303291892,131,1742700.0
4128879710,131,685080.0
7147196238,131,4258260.0
8228733281,131,3626400.0
7061685423,131,1940040.0
7639380730,131,252120.00000000003
6058563297,131,899400.0
4828757963,131,285360.0
3132410503,131,1989000.0
3385525183,131,421200.0
8109323504,131,2588880.0
5147493947,131,3596280.0000000005
3704892905,131,1086000.0
4168185362,131,425520.0
1100667096,131,4503239.999999999
8412949451,131,2517900.0
9196536551,131,1015200.0
4210972616,131,1073160.0
7953786765,131,2449439.9999999995
3905309911,131,725760.0
4262501783,131,710159.9999999999
4629109140,131,1789080.0
3171490595,131,1826880.0
8736933617,131,1037400.0
7775042040,131,2397719.9999999995
3319790623,131,3761100.0
9145192405,131,2130300.0
3048388122,131,3102660.0
3470062684,131,705599.9999999999
2425315013,131,2685779.9999999995
9048398840,131,546000.0
7633390761,131,148980.0
1153020045,131,3051719.9999999995
6348913391,131,2324160.0
2998214510,131,3844800.0
6914501417,131,1963200.0
6833304915,131,972900.0
9442692248,131,2288999.9999999995
7803354494,131,45599.99999999999
7860885994,131,688799.9999999999
3247979699,131,490200.0
3449334018,131,4482000.0
9565244022,131,1225440.0
6639337194,131,1439100.0
8276657540,132,165479.99999999997
8603653255,132,95040.0
3898834285,132,2100000.0
5902894658,132,1406159.9999999998
2986841359,132,5305500.0
7729831131,132,545040.0
3390674665,132,1696320.0
2414654338,132,4689660.0
1212649040,132,883200.0
9420460049,132,1130159.9999999998
9539843318,132,1706399.9999999998
3100644862,132,703199.9999999999
2099375667,132,891000.0
3080038479,132,4685760.0
7814797656,132,1243440.0
1908247769,132,1570799.9999999998
6183213869,132,262200.0
4642546783,132,1291140.0
1438427314,132,536220.0
4442666869,132,2847600.0
4638984246,132,1627920.0
4187562271,132,364800.0
6033255886,132,2622600.0
5419080306,132,466560.0
4156609166,132,409200.0
6623041447,132,479400.0
9273960344,132,1150920.0
1634112914,132,582180.0
9836819761,132,2152800.0
1632340300,132,3893400.0
6031316097,132,2892240.0
9982329219,132,956400.0
7269880880,132,2892240.0
3503502346,132,1677000.0
8037062325,132,1548120.0
9550171911,132,3845400.0
1286531982,132,2578799.9999999995
8748062527,132,3347520.0
5892497229,132,1560720.0
6043165064,132,1524600.0
3419165392,132,322320.0
8337762817,132,3828300.000000001
8945558800,132,3223439.9999999995
4701544559,132,2657339.9999999995
4449995565,132,2449260.0
5872551254,132,859560.0000000001
1958898803,132,1354320.0
3812838831,132,2290080.0
8454351551,132,1343520.0
8716205188,132,2192400.0
6816117325,132,696959.9999999999
9779429087,132,1814400.0
3766648395,132,279000.0
1119551002,132,4204800.0
3858571160,132,804960.0
1717715693,132,890099.9999999999
5992668913,132,720720.0
9495387115,132,2213520.0
9766510392,132,304920.0
5840719810,132,3387780.0
9257771568,132,5248020.0
4697099719,132,758880.0
8184748177,133,1695000.0
2263130649,133,639839.9999999999
6037872185,133,2152800.0
5231375408,133,184860.0
5212535964,133,975780.0
7452563921,133,1257600.0
6292329912,133,2222640.0000000005
8245141447,133,966000.0
1528914740,133,4218900.0
1186577525,133,277800.0
9786326351,133,5129280.0
8231294774,133,553800.0
2236328330,133,1752240.0
2364732351,133,2134440.0
8115609634,133,2036760.0
7534130850,133,1746900.0
2906851316,133,2458079.9999999995
2510181621,133,4397400.0
7438568184,133,3009599.9999999995
3841543321,133,2357520.0
4342988843,133,767219.9999999999
3739343277,133,13200.0
3367242184,133,762960.0
3047127844,133,2005920.0
5407527964,133,3867840.0
1201069483,133,2529120.0
2791576012,133,584640.0
1797169429,133,3023279.9999999995
2629207056,133,1479000.0
4508491471,133,47699.99999999999
6108001061,133,1461120.0
8348687448,133,4176000.0
2479125235,133,513000.0
3629599063,133,900900.0
3845290356,133,513000.0
3616631848,133,2517480.0
1884903336,133,1258560.0
4971235101,133,2718480.0
7265794307,133,1087439.9999999998
5358915574,133,2906400.0
9492556700,133,2067120.0
7125536882,133,2141940.0
2972929550,133,278040.0
7677213288,133,1235520.0
6707722215,133,1472640.0
8531368584,133,609179.9999999999
1214329558,133,2286720.0
8780103142,133,1798260.0
5129784856,133,525600.0
4423398839,133,62640.00000000001
7449196866,134,2227500.0
1184057730,134,2101679.9999999995
9600691142,134,1909920.0
2796464459,134,1252680.0
3323953930,134,5105820.0
5571705444,134,681719.9999999999
9414094157,134,1696800.0
4436606584,134,2058600.0
1653342216,134,2378880.0
8272866530,134,285600.0
3070139671,134,2860499.9999999995
6444422209,134,937860.0
3490385459,134,3486120.0
1440657089,134,1322880.0
9793691998,134,1580640.0
2455147863,134,2642399.9999999995
9678922839,134,3194640.0
2229360812,134,2755499.9999999995
5232686878,134,5600520.0
6542885925,134,3575880.0
5538485690,134,1992720.0
6077389390,134,757680.0
3983531435,134,571200.0
1827843203,134,1242000.0
5763480007,134,3680100.0
5669055048,134,2592840.0
7705144238,134,1272480.0
4580043476,134,3201120.0
6068222714,134,755820.0
6032193797,134,4463400.0
6819890245,134,332220.0
8934659676,134,266400.0
2363865485,134,720900.0
6957737582,134,5051640.0
8010111579,134,1456560.0
3267213084,134,3002999.9999999995
7427800551,134,2632200.0
3773741791,134,386400.0
8925506224,134,575340.0
3579137088,134,770700.0
6748468139,134,3783779.999999999
4741599564,134,278400.0
2046469390,134,675359.9999999999
5850604215,134,1314900.0
8394571038,134,194400.0
9057599109,134,1269840.0
6562830201,134,1361280.0
2882687340,134,231660.0
7791971999,134,2658720.0
6696592997,135,786240.0
4039848890,135,663480.0
1745242038,135,5135400.0
7951118362,135,5359620.000000001
2788470207,135,84360.00000000001
7466858381,135,2175000.0
7880912272,135,1321200.0
8979190130,135,1049400.0
6126064208,135,3273480.0
1539503225,135,480600.0
2652773047,135,552960.0
8240829066,135,682919.9999999999
7497292508,135,3272400.0
4230686244,135,2129520.0
3367549239,135,3419640.0
5389576980,135,1738560.0
8036171764,135,128760.0
7424527988,135,2232840.0
4146987302,135,491999.9999999999
4544760745,135,2173500.0
2504109772,135,1375980.0
2987873216,135,405720.0
6203031109,135,1369200.0
3606507123,135,2344680.0
8058873641,135,868499.9999999999
5080899041,135,3664200.0
8929161669,135,393360.0
1841383731,135,952380.0
7638884110,135,1810200.0
3253241136,135,3388500.0
2658027088,135,462000.0
2132874323,135,343979.99999999994
7526441317,135,4033800.0
5653005979,135,619919.9999999999
8662734435,135,879359.9999999999
7171338444,135,1502340.0
9724523389,135,1369200.0
7547080613,135,1707720.0000000002
2596795210,135,894359.9999999999
7192762425,135,3574200.0
7997893526,135,540900.0
2688524515,135,889920.0000000001
6165593499,135,1614900.0
3762126023,135,4410780.0
5447056369,135,1408319.9999999998
9833234124,135,2861040.0
2644906972,135,239040.00000000003
5173481524,135,2012640.0
8428294987,135,544500.0
7063872932,136,3948000.0
4214039843,136,1930500.0
6896128127,136,979200.0
1386577850,136,192780.0
4487514253,136,1132560.0
5481931313,136,4012800.0
5141004397,136,2786640.0
8964024889,136,1450020.0
7254682802,136,1797000.0
8093112931,136,109200.0
2380687085,136,3941280.0
7008371557,136,5412360.0
1288957059,136,43559.99999999999
3769696628,136,928200.0
3164656933,136,1151400.0
4920240911,136,4680000.0
6014100798,136,3169319.9999999995
4730186625,136,2555760.0
9470063141,136,175380.0
6086471948,136,1323839.9999999998
2365535745,136,3686760.0
3134696846,136,1728659.9999999998
2546164646,136,155760.0
4965136930,136,1351680.0
7376362816,136,1173120.0
8940960670,136,3501899.9999999995
8029167063,136,1077840.0
3175954591,136,120539.99999999996
9692423861,136,340560.0
1925541719,136,1833600.0
7922908257,136,2628839.9999999995
3741667949,136,2836799.9999999995
9737489969,136,723000.0
8098841347,136,682800.0
6484920334,136,255780.0
5309527629,136,2142720.0
2300123725,136,2830979.9999999995
1854511553,136,82320.0
8232931567,136,675359.9999999999
1680426867,136,2031600.0
1281326736,136,3377999.9999999995
5417441255,136,1284120.0
2083570998,136,1666080.0
7446184606,136,218280.0
1414172083,136,261000.0
2801896931,136,2196780.0
6289256177,136,2216760.0
3653188384,136,1449360.0
1952863320,136,4169700.0
1388167601,136,617400.0
5559888271,136,1049400.0
4963985333,137,1088639.9999999998
2873868620,137,2209320.0
1890851320,137,42120.0
6729964154,137,2218320.0
8642907589,137,1282500.0
8373506199,137,1136700.0
3653229717,137,3842400.0
7105900562,137,3699839.999999999
8381211710,137,983400.0
4031906120,137,927360.0
7938726196,137,747600.0
9369895302,137,3152160.0
3866750814,137,378180.0
4036073370,137,1320300.0
8588136359,137,645300.0
9228590913,137,2301840.0
6782523391,137,1201200.0
9484258357,137,452160.0
1306853561,137,916560.0
8930082333,137,2028000.0
1283244133,137,152399.99999999997
6309409492,137,4315200.0
2970551521,137,1337280.0
6319478410,137,2613600.0
3601001487,137,826560.0
1672175689,137,494520.0
7328070247,137,892079.9999999999
3851943652,137,3193080.0000000005
5138656055,137,2122560.0
3618818456,137,548459.9999999999
8419422743,137,432480.0
5404659792,137,269280.0
8136696123,137,1571039.9999999998
6901230284,137,81900.0
6035468159,137,1342920.0
8938305979,137,3627000.0
3254878004,137,2163719.9999999995
8321338783,137,319500.0
5103542541,137,3590399.9999999995
6500305565,137,5182320.0
8086746503,137,3060840.0000000005
9474712657,137,464640.0
9316887438,137,614400.0
2982032068,137,3708720.0
6404402856,137,2641320.0
5762583168,137,1197840.0
3165489120,137,3468960.0
5536296818,137,3427200.0
3543345575,137,665280.0
4326596779,137,2495040.0
5057596968,137,1999800.0
7006203525,137,2759640.0
4626172482,137,1252800.0
1839254079,137,4497480.0
3393044010,137,2608500.0
8552708833,137,1846800.0
8945605824,138,2455740.0
9930493134,138,42120.0
3474097912,138,2363040.0
8511791444,138,381600.0
3806871171,138,2257199.9999999995
2176146695,138,1202040.0
3652479463,138,4844400.0
2128368324,138,2427840.0
9487707853,138,574199.9999999999
5582789573,138,488040.00000000006
8441189756,138,2939760.0
6117253980,138,1744800.0
4220009258,138,5330220.0
1019848955,138,1153440.0
5691663134,138,4053840.000000001
7431143024,138,522600.0
9672053364,138,70200.0
8915241349,138,2185500.0
2285603152,138,205920.0
8279411208,138,129600.0
8907528396,138,1832160.0
8262565757,138,4473000.0
3429144601,138,2859480.0
4943226022,138,1150560.0
9618555091,138,5021520.0
4053232848,138,1504800.0
8913918148,138,945840.0
2050692866,138,361920.0
7766968533,138,1287000.0
1055031496,138,430560.0
5924327964,138,93240.0
1140312409,138,133200.0
9355674521,138,850080.0
4110411243,138,773280.0
9928932245,138,791160.0
3513849890,138,420420.0
1669213493,138,1581539.9999999998
5062429657,138,104400.0
8752539477,138,388920.0
1091447808,138,1125120.0
7847093041,138,4999680.0
7044653273,138,967260.0
5894980138,138,3725220.0
1216221301,138,464400.00000000006
9039075737,138,2706000.0
5004748668,138,1614480.0
8476479740,138,224400.0
7103024112,138,921600.0
7744439413,138,444600.0
8878072228,138,219780.0
9263610294,138,1766280.0
7848569873,138,2059200.0
8566916900,138,3262559.9999999995
2746164267,138,2490000.0
6651218864,139,3431699.9999999995
5129256034,139,367920.0
9905606217,139,349200.0
3741116402,139,1450800.0
8682459350,139,375000.0
5532564421,139,3553919.9999999995
1531434982,139,1068480.0
4983271698,139,2580000.0
8929598666,139,767340.0
2154940209,139,5466240.0
1494490154,139,1115520.0
3110116845,139,972180.0
6746610061,139,410880.0
6485577028,139,2216160.0
5552329650,139,598920.0
1237825054,139,483840.00000000006
3777084771,139,4797900.0
9287266166,139,3594240.0
5125729616,139,595800.0
9477578803,139,162000.0
2154998254,139,2190720.0
7360947358,139,836880.0
3153250548,139,61199.99999999999
1778052590,139,2915999.9999999995
9284405243,139,884700.0
5616068139,139,1642080.0
3104285095,139,1109160.0
7543250157,139,656400.0
6010672078,139,1138499.9999999998
2414588507,139,857520.0
1049701209,139,1679579.9999999998
7850866687,139,1666560.0
1722964287,139,81600.0
9248203527,139,269280.0
7794832481,139,4400940.0
3316385240,139,3166920.0
6410729635,139,4161000.0
8711312337,139,176879.99999999997
7906639213,139,5308200.0
6422970973,139,1632600.0
8360687344,139,684480.0
2564811845,139,114240.0
6526841447,139,446400.0
8436391971,139,2628000.0
3512649821,139,534240.0
6449558606,139,348840.0
1482316281,139,669600.0
7390976673,139,3793140.0
9547921008,139,2439840.0
9456243599,139,3119220.0000000005
8879920471,139,773999.9999999999
3654397368,139,1701000.0
5162832497,139,2962439.9999999995
7103679656,139,484560.0
3744105524,139,1649340.0
8331658535,140,800279.9999999999
5336636724,140,1283099.9999999998
2902193293,140,316920.0
2628073001,140,1736640.0
5626879609,140,237600.0
1785094212,140,3767040.0
3739840402,140,548100.0
4288522292,140,793560.0
8048371865,140,4752000.0
1497600263,140,2286960.0
1719815279,140,166320.0
3990323962,140,667679.9999999999
6751884453,140,2037000.0
8371635359,140,2665079.9999999995
2426227231,140,4396860.0
1002787035,140,3504600.0
9425059175,140,4897860.0
4444104783,140,2282760.0
1637380558,140,1423800.0
5972063829,140,2004480.0
5545173272,140,2789220.0
5250676044,140,5220000.0
6927834990,140,3136799.9999999995
4662658378,140,187200.0
7092987484,140,2288160.0
3821272250,140,3442500.0
2605749617,140,4312380.0
3595650428,140,964920.0
3846645260,140,1651200.0
3912816056,140,2177279.9999999995
9048624164,140,240000.0
4981385146,140,126420.0
8614742359,140,2755200.0
1383497136,140,1461599.9999999998
2209786852,140,372600.0
6376450466,140,779280.0
3689363212,140,546839.9999999999
3128502107,140,308699.99999999994
4838973120,140,800399.9999999999
2340861849,140,2001840.0
2222174759,140,504600.0
7138370013,140,26220.0
5113668829,140,954720.0
9756458272,140,1819440.0
3460042608,140,4415879.999999999
5307619379,140,3403020.0
3009242497,140,1945800.0
1038580392,140,4384800.0
2572723447,140,1611000.0
4747314245,140,588960.0
3258892057,140,1774440.0
9686038161,140,3322440.0
9394182583,140,2182260.0
6948477384,140,850200.0
7879499537,140,3891000.0
9594145330,140,253200.0
8943056505,140,4521480.0
1270678126,140,1782900.0000000002
8494088012,141,4825800.0
1328586547,141,312480.0
4596592390,141,195840.0
8551332308,141,1464840.0
1626989758,141,4531320.0
9026154732,141,4584600.0
8810930140,141,2423099.9999999995
2324500648,141,3139200.0
5684457025,141,925200.0
9340736098,141,2644800.0
5870917644,141,728459.9999999999
1996028395,141,4792200.0
7979386510,141,2819520.0
5514277258,141,686879.9999999999
8388544460,141,1274400.0
1536569499,141,1306799.9999999998
2300331707,141,209160.00000000003
2952052609,141,541200.0
1789940957,141,1941720.0
4325532768,141,267840.0
9468797044,141,704640.0
1058732067,141,1118879.9999999998
7323054984,141,681719.9999999999
7259691114,141,499320.0
6726084763,141,486360.0
3578470919,141,4515000.0
5742854481,141,607200.0
9503587324,141,2621820.0
5702707517,141,2716740.0
7448352674,141,4299000.0
4399424834,141,1319340.0
5552296780,141,615480.0
9531680303,141,59519.99999999999
3244513233,141,848879.9999999999
8660036553,141,863100.0
8945114502,141,2653560.0000000005
2033665735,141,1309140.0
2991868127,141,4884000.0
