isbn,title,pages,price,edition_num,print_series,category_id
7921300953,book_title00119,262,35.4,2,51,1
7420439597,book_title00120,1321,55.6,1,45,26
6422582440,book_title00121,1821,110.5,3,80,6
9920527464,book_title00122,1560,186.5,3,18,2
1017391262,book_title00123,866,20.8,6,80,2
7336503389,book_title00124,1989,8.9,6,15,19
5188426525,book_title00125,834,71.0,7,45,19
3590968013,book_title00126,513,43.0,1,35,8
3403388664,book_title00127,445,154.4,3,40,22
3356674177,book_title00128,1834,54.0,5,19,2
1491121496,book_title00129,1473,122.3,3,54,9
9630369748,book_title00130,1772,118.3,3,67,19
3274666715,book_title00131,1245,161.1,4,62,40
5326964665,book_title00132,1058,61.3,5,39,22
2406597304,book_title00133,1339,32.4,1,25,22
5134761409,book_title00134,1913,142.9,2,50,20
4253501067,book_title00135,687,75.1,6,75,33
1563680859,book_title00136,671,136.7,1,20,8
3426608173,book_title00137,1218,146.4,1,15,10
6105094219,book_title00138,1843,65.7,1,71,38
1254213541,book_title00139,1252,62.8,2,7,9
6351195176,book_title00140,560,181.3,1,21,23
6577372405,book_title00141,1696,76.5,7,44,35
2442323058,book_title00142,1313,62.8,8,78,32
4407358092,book_title00143,1433,161.7,8,65,22
6728910379,book_title00144,1166,144.2,7,18,19
3567185628,book_title00145,978,85.2,5,25,8
8349925078,book_title00146,828,114.3,4,60,11
1891664585,book_title00147,473,71.8,5,38,11
2584745916,book_title00148,1688,122.2,3,25,28
1968862996,book_title00149,1828,161.7,5,50,7
6531090475,book_title00150,484,80.5,1,69,11
7482157909,book_title00151,1575,85.4,3,50,36
6468272531,book_title00152,932,189.8,2,34,32
2996244310,book_title00153,37,55.9,7,9,26
7814155327,book_title00153,146,91.1,8,18,35
4356990044,book_title00154,601,127.0,4,72,22
4742878493,book_title00155,1327,195.6,4,1,1
2540025856,book_title00156,995,44.0,2,58,21
1933510135,book_title00157,1962,161.7,3,59,19
3574546064,book_title00158,1418,111.4,2,32,2
5570942410,book_title00158,1201,145.0,5,67,1
8058696331,book_title00159,236,196.7,5,45,25
9156733002,book_title00160,751,58.8,1,14,23
2272321750,book_title00161,121,77.7,2,44,36
9834597760,book_title00162,1860,144.3,5,54,22
3417101472,book_title00163,616,5.0,8,67,13
3795462351,book_title00164,1875,158.5,1,16,12
7939584757,book_title00165,1983,151.6,6,22,38
5862251377,book_title00166,548,29.6,3,50,4
2096461900,book_title00167,1469,59.6,3,60,2
6802367057,book_title00168,900,18.8,1,79,25
5354038195,book_title00169,1359,129.9,1,47,40
2562988170,book_title00170,1511,189.0,5,28,26
7063551255,book_title00171,1522,199.7,6,67,17
8401708663,book_title00172,1196,99.3,2,80,7
5170459317,book_title00173,82,117.9,7,36,32
9017310086,book_title00174,547,53.3,6,74,8
3271453377,book_title00175,986,100.5,2,66,8
5655218992,book_title00176,639,135.3,2,40,3
7210051784,book_title00177,814,155.4,6,5,6
7336000762,book_title00178,1573,111.7,7,48,20
9298347912,book_title00179,1013,123.4,3,78,30
3693507915,book_title00180,857,96.4,4,64,39
6671645249,book_title00181,891,125.0,3,68,15
8051860090,book_title00182,264,188.8,1,34,17
4351756358,book_title00183,934,45.8,8,12,28
9741935407,book_title00184,633,59.3,3,27,5
6132299394,book_title00185,135,17.8,1,31,36
5403356109,book_title00186,1847,67.7,1,68,1
2484402085,book_title00187,1626,93.7,2,60,5
8454747933,book_title00188,1485,197.6,4,64,29
2105932739,book_title00189,1261,39.3,5,10,19
3340969801,book_title00190,634,174.3,1,5,23
6913299086,book_title00191,1689,160.4,5,60,24
2168325631,book_title00192,1815,172.5,7,73,20
8410964771,book_title00193,892,159.9,1,72,17
4803199526,book_title00194,434,2.4,3,66,40
3032568540,book_title00195,1882,41.7,6,7,2
8932226323,book_title00196,814,62.7,4,77,35
8502268517,book_title00197,1883,4.8,2,69,31
7944230690,book_title00198,160,72.4,7,10,22
3704092103,book_title00199,84,170.2,6,26,28
3347196263,book_title00200,1605,181.5,4,14,18
8552892380,book_title00201,1746,138.6,7,9,36
7733924373,book_title00202,797,93.9,6,29,11
4388089056,book_title00203,1072,100.7,6,60,20
9805269443,book_title00204,1293,120.7,1,32,6
8152358790,book_title00205,188,153.8,8,1,26
8002192670,book_title00206,1695,138.5,8,20,20
2572774858,book_title00207,1376,160.7,8,20,13
7170711221,book_title00208,1596,80.3,5,10,33
8605613206,book_title00209,1051,114.9,7,46,40
4168651533,book_title00210,1753,52.4,8,71,5
5429119442,book_title00211,1730,82.2,2,57,22
3204595462,book_title00212,692,157.7,7,72,17
2525017378,book_title00213,1680,175.9,2,67,18
7960824492,book_title00214,921,79.6,6,34,21
3868073191,book_title00215,956,120.8,6,27,33
3456574692,book_title00216,1341,158.5,2,73,37
6292792042,book_title00217,1882,43.3,8,61,8
5862958417,book_title00218,1340,151.7,4,5,35
3026257886,book_title00219,387,101.0,7,8,30
6351201382,book_title00220,656,155.0,6,39,24
4667943731,book_title00221,1414,190.2,7,32,15
1913476775,book_title00222,1196,32.2,1,26,27
1135720322,book_title00223,409,39.8,4,11,6
8645431232,book_title00224,952,117.4,7,16,32
7968793427,book_title00225,1274,6.4,5,21,3
4838715394,book_title00226,1160,37.0,5,39,11
9177597809,book_title00227,1848,36.7,6,29,37
7510462662,book_title00228,1941,25.7,5,80,28
6358348612,book_title00229,575,155.8,6,80,25
4157715363,book_title00230,1923,37.2,5,66,24
2528489302,book_title00230,1734,65.8,6,66,7
6022976503,book_title00231,95,112.5,5,78,31
8744055738,book_title00232,685,17.7,5,7,39
8875357694,book_title00233,361,107.2,8,28,18
4400485621,book_title00233,1432,183.1,5,52,12
4277584577,book_title00234,744,1.6,6,77,17
6789923913,book_title00235,555,22.1,3,58,20
8158918851,book_title00236,551,128.6,7,43,25
7515167677,book_title00237,443,99.9,3,80,11
3808287787,book_title00238,548,159.2,5,11,16
8319825875,book_title00239,1662,122.2,3,10,30
1696558152,book_title00240,1101,51.0,5,7,12
2919706343,book_title00241,1242,144.9,3,52,37
8910347866,book_title00242,1326,5.0,5,46,1
7805076102,book_title00243,97,185.6,6,52,6
3022130339,book_title00244,1338,115.7,1,70,39
6159624265,book_title00245,417,137.9,3,18,27
3914880441,book_title00246,114,162.8,3,18,3
3072166702,book_title00247,1605,158.3,3,77,15
2785386721,book_title00248,176,135.6,7,68,29
8989169097,book_title00249,962,14.0,1,58,24
5632270308,book_title00250,162,64.5,6,77,8
2799288609,book_title00251,1218,44.6,7,40,39
4867371410,book_title00252,41,63.2,4,23,24
2730688628,book_title00253,1949,65.7,6,68,35
4851740537,book_title00254,1397,28.1,8,65,14
1468874376,book_title00255,1584,197.0,3,20,22
7689014920,book_title00256,495,70.4,2,26,4
8435041870,book_title00257,226,24.7,4,52,11
1470151558,book_title00258,1037,76.3,5,5,17
5412814467,book_title00259,291,43.0,1,44,30
2008992447,book_title00260,1410,189.6,6,12,6
8366348083,book_title00261,44,96.0,1,45,31
6211044678,book_title00262,1345,193.1,8,7,26
9322307049,book_title00263,867,101.0,6,73,36
8506192029,book_title00264,1471,79.3,6,15,8
2718870873,book_title00265,971,162.0,4,8,13
2574623905,book_title00266,732,199.2,5,49,8
8855083013,book_title00267,1777,99.7,2,76,40
7054925795,book_title00268,1512,75.9,1,77,20
2933609760,book_title00269,1680,109.7,6,16,31
8654862314,book_title00270,1842,8.2,7,28,20
8482440614,book_title00271,1826,52.0,7,63,4
2574808665,book_title00272,99,194.7,5,62,29
4639690075,book_title00273,334,55.6,6,28,19
4790296057,book_title00274,840,27.4,2,26,7
6652606992,book_title00275,1412,194.7,8,4,13
3629193547,book_title00276,1378,142.7,1,40,25
9238109731,book_title00277,1961,34.6,6,44,30
2004666510,book_title00278,1172,129.8,6,44,11
1406465537,book_title00279,200,109.9,1,56,25
5640026788,book_title00280,1379,113.4,5,69,15
1447758743,book_title00281,455,198.9,8,76,10
5930265278,book_title00282,854,125.9,8,14,30
3490659255,book_title00283,1188,116.1,4,8,9
7931932141,book_title00284,1386,3.0,2,26,36
2833534888,book_title00285,755,184.1,6,76,11
3549937947,book_title00286,37,166.0,7,20,29
1455245847,book_title00287,675,125.9,3,48,7
1920139324,book_title00288,282,176.6,3,57,9
8184494857,book_title00289,1792,195.4,4,79,18
6571661207,book_title00290,1284,41.5,4,75,10
8525071039,book_title00291,800,85.3,8,28,39
6000552327,book_title00292,301,123.6,7,48,37
1222602217,book_title00293,1371,196.5,4,10,40
2475298089,book_title00294,1652,108.3,6,45,26
2488707294,book_title00295,312,109.1,4,51,11
8303959744,book_title00296,1542,195.1,8,58,37
6026244243,book_title00297,768,6.4,8,65,13
2941885768,book_title00298,400,72.1,7,6,31
3949410312,book_title00299,1569,88.4,1,72,3
9829397473,book_title00300,365,47.9,5,27,31
3901218113,book_title00301,1326,22.9,3,54,18
6900392233,book_title00302,576,190.1,5,31,34
5765211640,book_title00303,1129,89.5,1,78,31
6802306452,book_title00304,1441,134.7,8,41,18
7116390361,book_title00305,1530,42.4,8,10,9
4951563956,book_title00306,1400,65.4,6,11,37
3549074129,book_title00307,70,28.9,4,26,28
7848109331,book_title00308,1261,108.7,7,40,3
2951062594,book_title00309,171,48.3,7,31,29
8699741782,book_title00310,434,177.1,5,13,38
3315589232,book_title00311,441,106.5,6,54,15
1768706720,book_title00312,1883,122.9,3,65,28
3386215342,book_title00313,222,130.6,1,49,8
5341647635,book_title00314,1000,62.0,1,61,5
5332635742,book_title00315,1268,58.5,7,1,5
8151605041,book_title00316,1987,113.8,5,19,24
8010564353,book_title00317,142,16.5,6,44,13
4774835259,book_title00318,1643,70.9,6,8,11
9617316805,book_title00319,1033,97.8,3,9,13
1242103664,book_title00320,1946,190.6,4,8,34
1757870340,book_title00321,208,76.6,3,24,8
3757542867,book_title00322,1866,120.6,5,58,35
2512000952,book_title00323,1743,163.5,7,14,3
9509886816,book_title00324,123,150.3,1,29,18
6726120790,book_title00325,1530,55.7,7,51,30
6851401376,book_title00326,829,94.8,3,50,18
5601180990,book_title00327,757,72.0,4,44,22
6377053124,book_title00328,243,20.2,8,43,21
1126811590,book_title00329,656,199.0,6,79,20
7198315244,book_title00330,1245,187.5,7,34,23
1503601755,book_title00331,198,97.1,6,28,18
7370104176,book_title00332,663,96.4,8,41,2
6296403852,book_title00333,1397,60.2,5,24,32
6252078787,book_title00334,497,100.2,4,5,34
7421768684,book_title00335,596,143.4,5,34,40
7144452202,book_title00336,374,44.9,5,48,3
3352604255,book_title00337,1799,61.5,8,57,23
7213261931,book_title00338,1455,39.0,5,12,17
2997182675,book_title00339,549,128.3,6,57,12
5430295883,book_title00340,1315,103.2,2,56,6
6145456816,book_title00341,1500,144.3,8,63,39
1989025574,book_title00342,907,100.2,4,69,9
3719803336,book_title00343,123,189.3,3,40,22
3041316175,book_title00344,1376,133.1,8,60,4
1659892955,book_title00345,1090,110.2,3,13,34
2548914103,book_title00346,1563,15.2,7,36,8
3981910258,book_title00347,674,42.7,4,62,30
5188516777,book_title00348,981,198.8,3,38,17
8439898466,book_title00349,1405,88.5,5,22,6
6829729199,book_title00350,1334,23.0,5,34,1
6293323892,book_title00351,1339,22.5,4,67,17
6100447020,book_title00352,460,6.7,8,64,5
1350201148,book_title00353,1711,114.3,7,65,10
3971197667,book_title00354,593,83.5,5,37,22
2882562434,book_title00355,654,161.1,7,25,6
4879274631,book_title00356,1282,38.6,4,31,29
4652723362,book_title00357,1959,183.4,3,76,14
1178027633,book_title00358,930,36.5,2,53,4
5186470743,book_title00359,945,177.6,1,1,38
6151377856,book_title00360,1735,196.9,4,41,2
9387880806,book_title00361,448,179.7,6,26,37
4392781550,book_title00362,1880,96.2,5,13,36
7891369193,book_title00363,745,139.3,1,72,19
9034606858,book_title00364,1704,24.7,7,16,8
6218082344,book_title00365,1746,55.2,4,36,26
2984042024,book_title00366,710,138.8,7,79,11
1232244403,book_title00367,1503,129.5,3,27,26
6870587836,book_title00368,1163,178.6,8,62,6
7650427398,book_title00369,1867,46.3,2,5,26
1589951469,book_title00370,604,123.5,1,76,33
4326161417,book_title00371,644,122.0,4,43,28
1408545686,book_title00372,1873,31.1,2,58,23
4124710346,book_title00373,810,116.8,4,69,35
3883019536,book_title00374,405,161.8,8,65,40
6050210208,book_title00375,1686,71.0,7,56,34
2571828289,book_title00376,1763,15.8,1,70,30
7882742264,book_title00377,1187,50.6,7,30,7
2993564312,book_title00378,841,103.6,5,55,36
4977564179,book_title00379,492,180.1,5,9,19
1897733820,book_title00380,359,148.4,4,42,14
3914939196,book_title00381,1407,57.4,5,29,40
5553848559,book_title00382,1552,182.5,3,64,12
9314990531,book_title00383,983,97.5,6,3,11
3325477649,book_title00384,1286,39.4,2,26,34
7006546820,book_title00385,1541,124.3,6,25,28
8103451715,book_title00386,1314,115.9,4,78,37
3053710326,book_title00387,1508,7.5,8,39,28
7470437078,book_title00388,581,100.3,8,26,37
6235396145,book_title00389,1156,167.4,6,32,8
8318247240,book_title00390,297,133.2,8,18,2
4273952494,book_title00391,1921,181.7,3,38,31
3839269854,book_title00392,707,164.2,5,51,27
1564572626,book_title00393,1300,73.6,2,49,11
1455694810,book_title00394,818,177.1,4,2,2
7767349994,book_title00395,1235,86.8,6,16,2
9878280862,book_title00396,48,8.5,3,18,22
8683583496,book_title00397,601,48.0,1,50,22
9680813800,book_title00398,137,27.6,5,8,20
9822336660,book_title00399,355,66.8,7,65,22
4065470817,book_title00400,928,95.0,6,29,12
8015293204,book_title00400,1375,1.1,4,17,23
5053002290,book_title00401,907,72.1,6,76,35
6724456057,book_title00402,1284,87.5,6,44,19
5083550792,book_title00403,190,88.8,7,12,19
2384625239,book_title00404,1414,156.8,1,19,18
5517782009,book_title00405,1256,191.4,1,65,23
1088401009,book_title00406,334,33.0,3,43,6
3217757705,book_title00407,877,90.2,8,63,36
1687765401,book_title00408,1318,114.7,6,67,16
3731926178,book_title00409,1502,31.7,6,44,14
1248374515,book_title00410,257,138.5,6,56,4
3309630384,book_title00411,1906,20.6,1,60,17
3958237250,book_title00412,586,89.9,2,73,25
6546630844,book_title00413,1696,17.6,1,9,14
8728230293,book_title00414,233,104.7,4,30,28
1771001431,book_title00415,696,112.9,7,43,12
6064079147,book_title00416,1100,187.7,1,6,26
3604798594,book_title00417,1954,58.8,7,59,31
5390029394,book_title00418,1099,69.7,6,65,1
6787740968,book_title00419,499,83.5,1,66,29
1527153620,book_title00420,743,117.4,7,67,27
4347282352,book_title00421,1849,139.4,4,67,38
7097054404,book_title00422,432,167.6,5,74,13
6149684040,book_title00423,1637,13.2,2,18,10
6466232659,book_title00424,906,83.9,5,13,32
7011356269,book_title00425,425,173.5,7,44,16
2361884867,book_title00426,422,57.4,5,79,12
4937058441,book_title00427,1709,98.7,6,60,5
8150279599,book_title00428,1721,129.0,3,45,19
9931871960,book_title00429,1876,89.4,5,38,11
1819936546,book_title00430,151,71.9,4,11,3
4388947341,book_title00431,1055,180.7,6,31,34
2132515748,book_title00432,1214,190.7,3,23,18
5440138199,book_title00433,1285,135.6,6,15,36
5341366858,book_title00434,114,154.3,1,68,3
5089478312,book_title00435,440,39.6,4,47,24
2320716421,book_title00436,733,23.2,2,38,13
6389532992,book_title00437,1954,198.0,8,23,32
3115551974,book_title00438,1622,81.4,5,41,6
1368612770,book_title00439,40,186.9,4,35,6
6648034041,book_title00440,1830,162.9,1,37,34
6316285337,book_title00441,979,51.8,6,5,21
1179742295,book_title00442,168,87.7,2,75,34
5171773210,book_title00443,281,192.6,5,5,30
3776775226,book_title00444,1527,103.8,2,28,8
1412342252,book_title00445,73,143.5,3,52,36
8929279824,book_title00446,953,112.5,3,20,19
5278695056,book_title00447,769,143.4,6,13,39
8834144402,book_title00448,457,91.9,8,17,31
4169682458,book_title00449,259,103.4,8,6,20
3520822456,book_title00450,698,9.6,3,17,20
7468907741,book_title00451,1760,61.4,2,55,25
6259591227,book_title00452,244,122.1,1,67,25
3992128077,book_title00452,815,18.0,8,66,27
9526384879,book_title00453,1151,22.0,1,18,2
1510445766,book_title00454,1746,35.0,2,51,16
9134154910,book_title00455,1748,199.2,7,54,6
2569603324,book_title00456,1620,15.0,2,76,39
7393858668,book_title00457,1525,42.8,6,76,20
5814056583,book_title00458,979,3.9,3,79,3
7351010662,book_title00459,937,132.9,8,36,38
9058064594,book_title00460,588,144.9,4,65,20
8442787987,book_title00461,555,150.6,5,61,25
4459537514,book_title00462,429,153.2,8,76,10
3054564400,book_title00463,1894,90.9,2,69,25
5772696032,book_title00464,1418,44.7,8,59,2
3597748317,book_title00465,660,98.3,3,43,26
5729518326,book_title00466,961,182.2,7,69,11
6762339597,book_title00467,90,30.1,8,47,10
4141390131,book_title00468,1508,142.7,4,22,3
7916845343,book_title00469,354,31.5,6,39,18
5001543582,book_title00470,519,145.8,5,64,3
3243080692,book_title00471,1883,157.9,5,54,34
8302512752,book_title00472,50,164.8,7,4,15
6607022396,book_title00473,550,120.9,7,44,7
8219526201,book_title00474,1402,191.5,6,79,30
1805296409,book_title00475,926,60.8,1,65,30
2337212568,book_title00476,1967,104.1,2,32,13
5871393381,book_title00477,1804,38.5,1,59,30
1899281996,book_title00478,1223,175.2,2,52,4
2658499107,book_title00479,32,10.0,8,45,12
9307680444,book_title00480,1901,167.8,1,8,39
3273058758,book_title00481,394,16.0,3,8,7
5868471952,book_title00482,173,87.8,6,21,22
6850923145,book_title00483,1422,77.9,4,48,8
9826633986,book_title00484,1324,26.7,4,36,2
5032677564,book_title00485,1249,68.3,8,39,25
1717918538,book_title00485,1096,13.8,7,38,29
4411507664,book_title00486,1423,97.2,8,56,17
8972377619,book_title00487,1040,72.5,5,41,9
3573622251,book_title00488,80,9.6,3,48,27
9476325534,book_title00489,223,192.1,2,70,3
4103889297,book_title00490,821,169.8,1,41,4
3102006426,book_title00491,1785,24.5,1,70,33
8608108659,book_title00492,1318,136.6,5,20,33
4099284938,book_title00493,41,135.5,3,54,38
5871566513,book_title00494,98,1.7,5,70,6
4314442445,book_title00495,1020,144.8,3,38,21
7542938152,book_title00496,1110,18.3,7,3,20
9539538303,book_title00497,1157,73.1,5,58,35
2729214370,book_title00498,1506,66.4,6,36,35
4440221941,book_title00499,1876,6.0,8,33,39
4668063314,book_title00500,1480,82.8,8,15,38
1563999717,book_title00501,334,99.0,2,58,10
4759468899,book_title00502,546,183.8,5,51,26
5710834928,book_title00503,1921,28.9,2,54,34
3096670699,book_title00504,252,52.3,7,40,8
3882284351,book_title00505,720,184.0,7,69,10
6286428138,book_title00506,428,86.6,2,66,31
4921593988,book_title00507,1919,81.3,6,54,39
3800338494,book_title00508,1321,71.9,7,38,15
5213577843,book_title00509,835,97.7,6,69,21
9812983570,book_title00510,145,76.2,1,31,15
5355533219,book_title00511,242,114.9,8,9,38
3686813460,book_title00512,1292,115.9,6,52,10
7108557435,book_title00513,338,36.5,4,5,27
7610193935,book_title00514,50,74.1,1,29,39
1920128153,book_title00515,1584,62.4,8,25,10
4053171713,book_title00516,1887,138.7,8,65,34
8454045996,book_title00517,1500,122.1,8,1,9
6048279304,book_title00518,1510,74.3,4,23,26
8230702709,book_title00519,1449,105.4,3,9,36
4030759456,book_title00520,1099,5.7,3,60,36
3492052925,book_title00521,549,112.7,7,67,36
8735644017,book_title00522,213,4.1,1,8,15
7865548685,book_title00523,73,131.7,2,51,11
4065505538,book_title00524,1019,181.0,5,7,8
1286364137,book_title00525,1303,163.3,3,60,23
9367399025,book_title00526,1458,137.4,4,4,29
1496407600,book_title00527,1623,63.5,1,37,37
9932179586,book_title00528,1093,143.4,5,61,10
7024216302,book_title00529,1532,79.5,4,57,37
4029040068,book_title00530,1015,157.1,3,54,38
3282516707,book_title00531,1536,99.0,3,33,1
6463539144,book_title00532,535,75.1,5,65,9
6603989831,book_title00533,1225,83.0,3,5,17
4858837367,book_title00534,476,39.6,8,45,22
4758014430,book_title00535,1470,38.1,8,52,2
4516679274,book_title00536,1730,58.4,6,4,19
1446494093,book_title00537,156,45.6,3,45,25
1812414407,book_title00538,1216,163.3,2,63,16
4880747099,book_title00539,1577,178.9,8,37,22
5202003229,book_title00540,1394,74.0,7,63,21
6501055151,book_title00541,235,32.5,3,21,23
1350437485,book_title00542,1578,127.1,3,52,22
5300071767,book_title00543,862,20.3,2,69,5
4808375610,book_title00544,535,189.3,2,46,16
9225623948,book_title00545,377,11.8,2,74,32
9034928590,book_title00546,1783,155.6,5,45,1
7573596678,book_title00547,948,178.8,6,74,35
6811578556,book_title00548,1333,98.9,2,69,15
6702004994,book_title00549,177,130.2,1,12,15
1542657396,book_title00550,1781,94.9,5,71,28
5185480455,book_title00551,1095,157.5,6,22,9
2587313679,book_title00552,1703,32.8,2,55,15
7488590428,book_title00553,1440,8.9,7,55,16
5511918768,book_title00554,1934,122.1,7,55,33
3844707040,book_title00555,1368,63.0,1,69,18
2794912091,book_title00556,509,60.1,2,48,10
5151288644,book_title00557,863,147.5,5,41,19
7464275777,book_title00558,1640,162.7,3,38,33
2446626971,book_title00559,382,166.5,8,80,9
5096961798,book_title00560,1949,176.8,1,65,31
5006038708,book_title00561,783,91.6,5,25,20
1484411564,book_title00562,569,6.5,7,28,14
3082394034,book_title00563,1155,112.4,2,44,11
2626906753,book_title00564,197,106.6,7,40,9
4988633302,book_title00565,1775,166.0,7,15,2
5568207819,book_title00566,1525,73.1,2,33,30
8600838418,book_title00567,213,147.5,5,59,6
7731363183,book_title00568,1640,68.6,1,55,33
1339161491,book_title00569,1678,32.8,2,65,8
1380195997,book_title00570,1373,44.1,1,53,15
3354424787,book_title00571,950,62.3,6,4,25
4867920437,book_title00572,1153,167.6,2,62,9
7450811391,book_title00573,1949,52.6,3,68,30
1847094353,book_title00574,745,16.5,3,65,16
3581569322,book_title00575,891,67.3,1,31,12
8242441976,book_title00576,1910,198.3,2,76,16
5199648426,book_title00577,1901,34.9,5,62,27
7790957954,book_title00578,1903,149.3,3,68,13
9900454252,book_title00579,1913,37.1,5,25,27
7396992034,book_title00580,1280,150.8,6,38,26
5863136829,book_title00581,874,158.0,4,77,13
5493978963,book_title00582,942,75.1,7,39,22
6466140542,book_title00583,745,105.7,6,76,4
4546887791,book_title00584,976,132.4,1,71,29
3879741133,book_title00585,1959,197.2,2,64,15
